DDI-MedLine.d48.s6|15-35|diethyl pyrocarbonate|drug
DDI-DrugBank.d78.s16|33-41|midazolam|drug
DDI-DrugBank.d78.s16|43-51|triazolam|drug
DDI-DrugBank.d78.s17|30-42|grepafloxacin|drug
DDI-DrugBank.d78.s18|111-123|grepafloxacin|group
DDI-DrugBank.d78.s19|83-117|nonsteroidal anti inflammatory drug|group
DDI-DrugBank.d78.s19|126-134|quinolone|group
DDI-DrugBank.d78.s20|152-161|quinolones|drug_n
DDI-DrugBank.d78.s21|33-39|glucose|group
DDI-DrugBank.d302.s0|0-11|guanethidine|drug
DDI-DrugBank.d302.s0|13-24|guanethidine|drug
DDI-DrugBank.d302.s0|26-37|guanethidine|drug
DDI-DrugBank.d302.s0|39-50|guanethidine|drug
DDI-DrugBank.d302.s0|52-63|guanethidine|drug
DDI-DrugBank.d302.s0|65-76|guanethidine|drug
DDI-DrugBank.d302.s0|78-89|guanethidine|drug
DDI-DrugBank.d302.s0|91-102|guanethidine|drug
DDI-DrugBank.d302.s0|104-115|guanethidine|drug
DDI-DrugBank.d302.s0|117-128|guanethidine|drug
DDI-DrugBank.d302.s0|130-141|guanethidine|drug_n
DDI-DrugBank.d186.s1|81-87|Lithium|drug
DDI-DrugBank.d186.s1|93-113|<group>HALDOL</group>|drug
DDI-DrugBank.d186.s1|93-98|HALDOL|group
DDI-DrugBank.d186.s3|60-65|HALDOL|group
DDI-DrugBank.d186.s4|60-83|haloperidol and rifampin|group
DDI-DrugBank.d186.s6|62-69|rifampin|drug
DDI-DrugBank.d514.s0|12-52|strong central nervous system depressants|group
DDI-DrugBank.d514.s1|62-67|heroin|drug_n
DDI-DrugBank.d514.s2|22-27|heroin|drug
DDI-DrugBank.d514.s2|136-150|benzodiazepines|group
DDI-DrugBank.d514.s2|160-167|diazepam|brand
DDI-DrugBank.d514.s2|204-212|methadone|drug_n
DDI-DrugBank.d514.s3|0-14|benzodiazepines|drug
DDI-DrugBank.d514.s4|67-72|heroin|drug_n
DDI-DrugBank.d17.s0|16-19|oral|group
DDI-DrugBank.d17.s4|0-17|Thiazide diuretics|drug
DDI-DrugBank.d17.s13|0-9|Colestipol|drug
DDI-DrugBank.d17.s17|52-65|anticoagulants|group
DDI-DrugBank.d17.s17|129-145|antifungal agents|group
DDI-DrugBank.d17.s17|183-189|aspirin|brand
DDI-DrugBank.d17.s17|292-296|xanax|brand
DDI-DrugBank.d17.s17|346-357|glutethimide|group
DDI-DrugBank.d17.s17|459-472|anticoagulants|group
DDI-DrugBank.d17.s17|536-552|antifungal agents|group
DDI-DrugBank.d17.s17|590-596|aspirin|brand
DDI-DrugBank.d17.s17|699-703|xanax|brand
DDI-DrugBank.d17.s18|48-61|anticoagulants|group
DDI-DrugBank.d17.s18|97-113|thiazide diuretic|brand
DDI-DrugBank.d17.s19|0-6|insulin|drug
DDI-DrugBank.d17.s20|0-12|Lithium salts|drug
DDI-DrugBank.d17.s21|0-130|Concurrent use with thiazide diuretics is not recommended, as they may provoke lithium toxicity because of reduced renal clearance.|drug
DDI-DrugBank.d17.s25|23-55|steroidal anti-inflammatory agent|group
DDI-DrugBank.d17.s25|127-130|loop|group
DDI-DrugBank.d17.s25|133-139|kitchen|group
DDI-DrugBank.d17.s25|146-153|thiazide|brand
DDI-DrugBank.d17.s26|0-17|hydroflumethiazide|drug
DDI-DrugBank.d17.s26|23-59|nonsteroidal anti-inflammatory agents|drug_n
DDI-DrugBank.d17.s28|0-8|Thiazides|drug
DDI-DrugBank.d17.s29|0-10|amphetamine|drug
DDI-DrugBank.d17.s29|12-22|amphetamine|drug_n
DDI-DrugBank.d17.s29|24-34|amphetamine|drug
DDI-DrugBank.d17.s29|36-46|amphetamine|drug_n
DDI-DrugBank.d17.s29|48-58|amphetamine|drug_n
DDI-DrugBank.d17.s29|60-70|amphetamine|drug_n
DDI-DrugBank.d17.s29|72-82|amphetamine|drug_n
DDI-DrugBank.d17.s29|84-94|amphetamine|drug_n
DDI-DrugBank.d17.s29|96-106|amphetamine|drug_n
DDI-DrugBank.d17.s29|108-118|amphetamine|drug_n
DDI-DrugBank.d17.s29|120-130|amphetamine|drug_n
DDI-DrugBank.d17.s29|132-142|amphetamine|drug_n
DDI-DrugBank.d17.s29|144-154|amphetamine|drug_n
DDI-DrugBank.d17.s29|156-166|amphetamine|drug_n
DDI-DrugBank.d17.s29|168-178|amphetamine|drug_n
DDI-DrugBank.d17.s29|180-190|amphetamine|drug_n
DDI-DrugBank.d17.s29|192-202|amphetamine|drug_n
DDI-DrugBank.d17.s29|204-214|amphetamine|drug_n
DDI-DrugBank.d17.s29|216-226|amphetamine|drug_n
DDI-DrugBank.d17.s29|228-238|amphetamine|drug_n
DDI-DrugBank.d17.s29|240-250|amphetamine|drug_n
DDI-DrugBank.d17.s29|252-262|amphetamine|drug_n
DDI-DrugBank.d17.s29|264-274|amphetamine|drug_n
DDI-DrugBank.d17.s29|276-286|amphetamine|drug_n
DDI-DrugBank.d17.s29|288-298|amphetamine|drug_n
DDI-DrugBank.d17.s29|300-310|amphetamine|drug_n
DDI-DrugBank.d17.s29|312-322|amphetamine|drug_n
DDI-DrugBank.d17.s29|324-334|amphetamine|drug_n
DDI-DrugBank.d17.s32|0-22|Diagnostic interference|drug
DDI-DrugBank.d17.s32|29-36|expected|drug
DDI-DrugBank.d17.s32|59-63|Blood|drug
DDI-DrugBank.d17.s32|69-73|urine|drug
DDI-DrugBank.d17.s32|167-171|Serum|drug
DDI-DrugBank.d17.s32|233-237|Serum|drug
DDI-DrugBank.d17.s32|352-356|Serum|drug
DDI-DrugBank.d17.s32|394-416|Diagnostic interference|drug_n
DDI-DrugBank.d17.s32|423-430|expected|drug
DDI-DrugBank.d17.s32|453-457|Blood|drug
DDI-DrugBank.d17.s32|463-467|urine|drug
DDI-DrugBank.d17.s32|561-565|Serum|drug
DDI-DrugBank.d17.s32|627-631|Serum|drug
DDI-DrugBank.d17.s32|746-750|Serum|drug
DDI-DrugBank.d17.s33|0-53|Serum magnesium levels may increase in uremic patients|drug
DDI-DrugBank.d17.s33|55-137|Thiazides should be discontinued before carrying out tests for parathyroid function|group
DDI-DrugBank.d17.s33|139-196|Serum protein-bound iodine (PBI) levels (may be decreased)|drug_n
DDI-DrugBank.d308.s1|15-48|central nervous system depressants|group
DDI-DrugBank.d549.s0|14-23|volunteers|group
DDI-DrugBank.d549.s1|9-16|iloprost|drug
DDI-DrugBank.d549.s2|135-148|anticoagulants|group
DDI-DrugBank.d549.s2|243-256|anticoagulants|group
DDI-DrugBank.d549.s3|24-31|iloprost|group
DDI-DrugBank.d549.s3|76-89|anticoagulants|group
DDI-DrugBank.d549.s4|24-31|iloprost|drug
DDI-DrugBank.d549.s6|71-78|iloprost|drug
DDI-DrugBank.d549.s6|136-139|drug|group
DDI-DrugBank.d97.s0|0-8|Indinavir|drug
DDI-DrugBank.d97.s1|20-27|CrixIVAN|group
DDI-DrugBank.d97.s2|0-8|Indinavir|drug
DDI-DrugBank.d97.s3|0-8|indinavir|drug
DDI-DrugBank.d97.s3|85-93|indinavir|drug
DDI-DrugBank.d97.s3|142-150|indinavir|drug
DDI-DrugBank.d97.s4|20-27|CRIXIVAN|group
DDI-DrugBank.d97.s4|58-63|CYP3A4|group
DDI-DrugBank.d97.s6|0-16|Antifungal agents|drug
DDI-DrugBank.d97.s6|18-31|anticoagulants|group
DDI-DrugBank.d97.s6|120-136|antifungal agents|drug
DDI-DrugBank.d97.s6|138-151|anticoagulants|group
DDI-DrugBank.d97.s6|240-256|antifungal agents|drug
DDI-DrugBank.d97.s6|258-271|anticoagulants|group
DDI-DrugBank.d97.s7|12-20|Drug Name|drug
DDI-DrugBank.d97.s7|22-37|Clinical Comment|drug
DDI-DrugBank.d97.s8|0-9|amiodarone|drug
DDI-DrugBank.d97.s9|0-14|CONTRAINDICATED|drug
DDI-DrugBank.d97.s11|0-195|CONTRAINDICATED due to potential for serious and/or life-threatening reactions such as acute ergot toxicity characterized by peripheral vasospasm and ischemia of the extremities and other tissues.|drug
DDI-DrugBank.d97.s12|0-8|midazolam|drug
DDI-DrugBank.d97.s12|11-19|triazolam|drug
DDI-DrugBank.d97.s13|0-144|CONTRAINDICATED due to potential for serious and/or life-threatening reactions such as prolonged or increased sedation or respiratory depression.|drug
DDI-DrugBank.d97.s14|20-28|cisapride|group
DDI-DrugBank.d97.s15|0-106|CONTRAINDICATED due to potential for serious and/or life-threatening reactions such as cardiac arrhythmias.|drug
DDI-DrugBank.d97.s16|13-20|pimozide|group
DDI-DrugBank.d97.s17|0-14|CONTRAINDICATED|drug
DDI-DrugBank.d97.s20|0-7|rifampin|drug
DDI-DrugBank.d97.s22|30-39|lovastatin|group
DDI-DrugBank.d97.s22|42-52|simvastatin|group
DDI-DrugBank.d97.s24|20-29|atazanavir|drug
DDI-DrugBank.d97.s25|0-8|Crixivian|drug
DDI-DrugBank.d97.s25|14-23|atazanavir|drug
DDI-DrugBank.d97.s28|65-171|Alteration in Dose or Regimen May Be Recommended Based on Drug Interaction Studies or Predicted Interaction|group
DDI-DrugBank.d97.s29|10-27|acetilsalicic acid|drug
DDI-DrugBank.d97.s29|29-42|anticoagulants|group
DDI-DrugBank.d97.s29|87-93|aspirin|brand
DDI-DrugBank.d97.s29|145-150|heroin|drug
DDI-DrugBank.d97.s31|18-35|acetilsalicic acid|drug
DDI-DrugBank.d97.s31|38-49|glutethimide|drug
DDI-DrugBank.d97.s31|53-59|aspirin|brand
DDI-DrugBank.d97.s31|63-79|clostridium toxin|drug_n
DDI-DrugBank.d97.s31|83-94|glutethimide|drug
DDI-DrugBank.d97.s31|98-103|heroin|drug_n
DDI-DrugBank.d97.s31|107-120|anticoagulants|group
DDI-DrugBank.d97.s31|124-135|glutethimide|drug
DDI-DrugBank.d97.s31|139-155|clostridium toxin|drug_n
DDI-DrugBank.d97.s31|192-203|glutethimide|drug
DDI-DrugBank.d97.s31|207-212|heroin|drug_n
DDI-DrugBank.d97.s31|216-232|antifungal agents|group
DDI-DrugBank.d97.s31|236-247|glutethimide|drug
DDI-DrugBank.d97.s31|251-267|clostridium toxin|drug_n
DDI-DrugBank.d97.s31|304-315|glutethimide|drug
DDI-DrugBank.d97.s31|319-324|heroin|drug_n
DDI-DrugBank.d97.s31|328-334|aspirin|brand
DDI-DrugBank.d97.s31|338-354|clostridium toxin|drug_n
DDI-DrugBank.d97.s31|358-369|glutethimide|drug
DDI-DrugBank.d97.s31|373-378|heroin|drug_n
DDI-DrugBank.d97.s32|22-42| HIV Antiviral Agents|group
DDI-DrugBank.d97.s33|0-10|Delavirdine|drug
DDI-DrugBank.d97.s34|0-8|indinavir|drug
DDI-DrugBank.d97.s35|18-25|CrixIVAN|drug
DDI-DrugBank.d97.s36|0-9|Didanosine|drug
DDI-DrugBank.d97.s38|0-8|Efavirenz|drug
DDI-DrugBank.d97.s39|0-22|indinavir concentration|drug
DDI-DrugBank.d97.s40|20-28|indinavir|drug
DDI-DrugBank.d97.s40|62-70|efavirenz|drug
DDI-DrugBank.d97.s41|15-23|indinavir|group
DDI-DrugBank.d97.s41|93-101|indinavir|drug_n
DDI-DrugBank.d97.s41|121-129|efavirenz|brand
DDI-DrugBank.d97.s43|0-8|indinavir|drug
DDI-DrugBank.d97.s46|0-8|indinavir|drug
DDI-DrugBank.d97.s47|0-8|Indinavir|drug
DDI-DrugBank.d97.s47|61-70|navirapine|drug_n
DDI-DrugBank.d97.s50|0-8|indinavir|drug
DDI-DrugBank.d97.s50|26-34|ritonavir|drug
DDI-DrugBank.d97.s51|26-43|acetilsalicic acid|drug
DDI-DrugBank.d97.s51|45-58|anticoagulants|group
DDI-DrugBank.d97.s51|60-66|aspirin|brand
DDI-DrugBank.d97.s51|68-84|clostridium toxin|drug_n
DDI-DrugBank.d97.s51|86-97|glutethimide|drug
DDI-DrugBank.d97.s51|99-115|antifungal agents|group
DDI-DrugBank.d97.s51|117-121|xanax|brand
DDI-DrugBank.d97.s51|123-128|heroin|drug_n
DDI-DrugBank.d97.s51|130-143|anticoagulants|group
DDI-DrugBank.d97.s51|188-199|glutethimide|drug
DDI-DrugBank.d97.s51|201-217|antifungal agents|group
DDI-DrugBank.d97.s51|219-225|aspirin|brand
DDI-DrugBank.d97.s51|227-232|heroin|drug_n
DDI-DrugBank.d97.s51|234-247|anticoagulants|group
DDI-DrugBank.d97.s51|292-303|glutethimide|drug
DDI-DrugBank.d97.s51|305-321|antifungal agents|group
DDI-DrugBank.d97.s51|323-327|xanax|brand
DDI-DrugBank.d97.s51|329-334|heroin|drug_n
DDI-DrugBank.d97.s51|336-349|anticoagulants|group
DDI-DrugBank.d97.s51|394-405|glutethimide|drug
DDI-DrugBank.d97.s52|104-112|indinavir|group
DDI-DrugBank.d97.s52|134-142|ritonavir|brand
DDI-DrugBank.d97.s55|26-43|acetilsalicic acid|drug
DDI-DrugBank.d97.s55|46-59|anticoagulants|group
DDI-DrugBank.d97.s55|62-68|aspirin|brand
DDI-DrugBank.d97.s55|71-87|clostridium toxin|drug_n
DDI-DrugBank.d97.s55|90-101|glutethimide|drug
DDI-DrugBank.d97.s55|104-109|heroin|drug_n
DDI-DrugBank.d97.s55|115-131|antifungal agents|group
DDI-DrugBank.d97.s57|0-7|bepridil|drug
DDI-DrugBank.d97.s57|10-18|lidocaine|drug
DDI-DrugBank.d97.s57|21-28|systemic|drug
DDI-DrugBank.d97.s57|32-40|quinidine|drug
DDI-DrugBank.d97.s59|122-129|Crixivan|group
DDI-DrugBank.d97.s61|0-8|indinavir|drug
DDI-DrugBank.d97.s62|0-17|acetilsalicic acid|drug
DDI-DrugBank.d97.s62|19-32|anticoagulants|group
DDI-DrugBank.d97.s62|34-45|glutethimide|drug
DDI-DrugBank.d97.s62|47-63|antifungal agents|group
DDI-DrugBank.d97.s62|65-71|aspirin|drug
DDI-DrugBank.d97.s62|73-89|clostridium toxin|drug_n
DDI-DrugBank.d97.s62|91-95|xanax|brand
DDI-DrugBank.d97.s64|0-23|Calcium Channel Blockers|drug
DDI-DrugBank.d97.s64|26-40|Dihydropyridine|drug_n
DDI-DrugBank.d97.s64|49-58|felodipine|drug
DDI-DrugBank.d97.s64|61-70|nifedipine|drug_n
DDI-DrugBank.d97.s64|73-83|nicardipine|drug
DDI-DrugBank.d97.s66|73-90|acetilsalicic acid|drug
DDI-DrugBank.d97.s66|92-105|anticoagulants|group
DDI-DrugBank.d97.s66|107-118|glutethimide|drug
DDI-DrugBank.d97.s66|120-126|aspirin|brand
DDI-DrugBank.d97.s66|128-144|clostridium toxin|drug_n
DDI-DrugBank.d97.s66|146-162|antifungal agents|group
DDI-DrugBank.d97.s66|164-175|glutethimide|drug
DDI-DrugBank.d97.s66|177-182|heroin|drug_n
DDI-DrugBank.d97.s66|184-197|anticoagulants|group
DDI-DrugBank.d97.s67|0-13|Clarithromycin|drug
DDI-DrugBank.d97.s68|0-13|clarithromycin|drug
DDI-DrugBank.d97.s68|31-39|indinavir|drug
DDI-DrugBank.d97.s69|26-43|acutilsalicic acid|drug
DDI-DrugBank.d97.s69|46-59|anticoagulants|group
DDI-DrugBank.d97.s69|62-68|aspirin|brand
DDI-DrugBank.d97.s69|71-87|clostridium toxin|drug_n
DDI-DrugBank.d97.s69|94-105|glutethimide|drug
DDI-DrugBank.d97.s70|29-40|atorvastatin|drug
DDI-DrugBank.d97.s71|0-11|atorvastatin|drug
DDI-DrugBank.d97.s72|28-39|atorvastatin|drug
DDI-DrugBank.d97.s72|161-171|pravastatin|drug
DDI-DrugBank.d97.s72|174-184|fluvastatin|drug
DDI-DrugBank.d97.s72|190-201|rosuvastatin|drug
DDI-DrugBank.d97.s75|42-49|Crixivan|group
DDI-DrugBank.d97.s77|0-22|indinavir concentration|drug
DDI-DrugBank.d97.s78|18-26|Crixivian|group
DDI-DrugBank.d97.s80|0-8|indinavir|drug
DDI-DrugBank.d97.s81|18-26|Crixivian|drug
DDI-DrugBank.d97.s83|0-8|indinavir|drug
DDI-DrugBank.d97.s83|26-34|rifabutin|drug
DDI-DrugBank.d97.s84|18-26|rifabutin|group
DDI-DrugBank.d97.s84|77-84|CrixIVAN|brand
DDI-DrugBank.d97.s84|156-164|rifabutin|group
DDI-DrugBank.d97.s84|170-177|CrixIVAN|brand
DDI-DrugBank.d97.s87|96-106|concomitant|group
DDI-DrugBank.d97.s87|108-124|clostridium toxin|drug_n
DDI-DrugBank.d97.s87|129-134|heroin|brand
DDI-DrugBank.d97.s88|0-8|Tadalafil|drug
DDI-DrugBank.d97.s90|49-50|mg|drug
DDI-DrugBank.d97.s93|96-109|anticoagulants|group
DDI-DrugBank.d97.s93|112-128|antifungal agents|group
DDI-DrugBank.d97.s93|134-140|aspirin|brand
DDI-DrugBank.d97.s94|0-17|acetilsalicic acid|drug
DDI-DrugBank.d97.s94|19-30|glutethimide|drug
DDI-DrugBank.d97.s94|32-38|aspirin|drug
DDI-DrugBank.d97.s94|119-132|anticoagulants|group
DDI-DrugBank.d97.s94|134-150|antifungal agents|group
DDI-DrugBank.d97.s94|152-156|xanax|brand
DDI-DrugBank.d97.s94|158-36||drug_n
DDI-DrugBank.d97.s94|176-48||drug_n
DDI-DrugBank.d97.s94|183-66||drug_n
DDI-DrugBank.d97.s94|196-73||drug_n
DDI-DrugBank.d97.s97|0-17|acetilsalicic acid|drug
DDI-DrugBank.d97.s97|19-32|anticoagulants|group
DDI-DrugBank.d97.s97|121-137|antifungal agents|group
DDI-DrugBank.d97.s97|139-150|glutethimide|drug
DDI-DrugBank.d433.s0|60-64|Rebif|group
DDI-DrugBank.d433.s0|128-138|clostridium|group
DDI-DrugBank.d433.s0|184-197|anticoagulants|group
DDI-DrugBank.d433.s0|203-219|antifungal agents|group
DDI-DrugBank.d433.s0|398-411|anticoagulants|group
DDI-DrugBank.d433.s0|417-433|antifungal agents|group
DDI-DrugBank.d433.s0|543-553|clostridium|group
DDI-DrugBank.d433.s0|623-636|anticoagulants|group
DDI-DrugBank.d433.s0|642-658|antifungal agents|group
DDI-DrugBank.d433.s1|59-63|Rebif|group
DDI-DrugBank.d227.s1|0-2|See|drug
DDI-DrugBank.d227.s1|5-12|Clinical|group
DDI-DrugBank.d227.s1|14-25|Pharmacology|drug_n
DDI-DrugBank.d227.s1|28-30|See|drug
DDI-DrugBank.d227.s1|33-36|Drug|group
DDI-DrugBank.d227.s1|38-47|Dependence|drug_n
DDI-DrugBank.d227.s1|50-52|See|drug
DDI-DrugBank.d227.s1|55-61|Therapy|group
DDI-DrugBank.d227.s1|63-74|Intoxication|drug_n
DDI-DrugBank.d227.s1|77-79|See|drug
DDI-DrugBank.d227.s1|82-89|Medicine|group
DDI-DrugBank.d227.s1|91-99|Substance|drug_n
DDI-DrugBank.d227.s1|102-104|See|drug
DDI-DrugBank.d227.s1|107-111|Agent|group
DDI-DrugBank.d227.s1|113-116|Drug|drug_n
DDI-DrugBank.d227.s1|119-121|See|drug
DDI-DrugBank.d227.s1|124-128|Agent|group
DDI-DrugBank.d227.s1|130-134|Toxin|drug_n
DDI-DrugBank.d227.s1|137-139|See|drug
DDI-DrugBank.d227.s1|142-149|Medicine|group
DDI-DrugBank.d227.s1|151-154|Drug|drug_n
DDI-DrugBank.d227.s1|157-159|See|drug
DDI-DrugBank.d227.s1|162-168|Therapy|group
DDI-DrugBank.d227.s1|170-181|Intoxication|drug_n
DDI-DrugBank.d227.s1|184-186|See|drug
DDI-DrugBank.d227.s1|189-193|Agent|group
DDI-DrugBank.d227.s1|195-204|Dependence|drug_n
DDI-DrugBank.d227.s1|207-209|See|drug
DDI-DrugBank.d227.s1|212-219|Medicine|group
DDI-DrugBank.d227.s1|221-229|Substance|drug_n
DDI-DrugBank.d465.s0|28-47|isosorbide dinitrate|drug
DDI-DrugBank.d465.s1|75-81|alcohol|group
DDI-DrugBank.d465.s1|86-92|alcohol|drug_n
DDI-DrugBank.d163.s0|11-178|Because of the relationship of Accutane to vitamin A, patients should be advised against taking vitamin supplements containing vitamin A to avoid additive toxic effects|drug
DDI-DrugBank.d163.s2|15-22|Accutane|group
DDI-DrugBank.d163.s2|68-75|Accutane|drug_n
DDI-DrugBank.d163.s4|12-36|progesterone preparations|group
DDI-DrugBank.d163.s4|51-62|progesterone|drug
DDI-DrugBank.d163.s5|123-145|hormonal contraceptives|group
DDI-DrugBank.d163.s5|159-189|hormonal birth control products|brand
DDI-DrugBank.d163.s5|192-245|implantable/insertable hormonal birth control products|drug_n
DDI-DrugBank.d163.s8|290-307|acutilsalicic acid|drug
DDI-DrugBank.d163.s8|309-322|anticoagulants|group
DDI-DrugBank.d163.s8|324-330|aspirin|brand
DDI-DrugBank.d163.s8|332-348|clostridium toxin|drug_n
DDI-DrugBank.d163.s8|350-361|glutethimide|drug
DDI-DrugBank.d163.s8|363-379|antifungal agents|group
DDI-DrugBank.d163.s8|413-426|anticoagulants|group
DDI-DrugBank.d163.s8|428-445|acetilsalicic acid|drug
DDI-DrugBank.d163.s8|447-463|clostridium toxin|drug_n
DDI-DrugBank.d163.s8|465-471|aspirin|brand
DDI-DrugBank.d163.s8|473-484|glutethimide|drug
DDI-DrugBank.d163.s8|486-502|antifungal agents|group
DDI-DrugBank.d163.s8|536-553|acetilsalicic acid|drug
DDI-DrugBank.d163.s8|555-568|anticoagulants|group
DDI-DrugBank.d163.s8|570-586|clostridium toxin|drug_n
DDI-DrugBank.d163.s8|588-594|aspirin|brand
DDI-DrugBank.d163.s10|0-8|Phenytoin|drug
DDI-DrugBank.d163.s10|11-133|Accutane has not been shown to alter the pharmacokinetics of <drug>Phenytoin</drug> in a study in seven healthy volunteers.|group
DDI-DrugBank.d163.s10|72-80|Phenytoin|drug
DDI-DrugBank.d163.s11|68-79|isotretinoin|drug
DDI-DrugBank.d163.s11|89-99|metabolites|drug_n
DDI-DrugBank.d163.s13|112-120|phenytoin|drug
DDI-DrugBank.d163.s14|72-76|acids|drug
DDI-DrugBank.d163.s14|78-91|anticoagulants|group
DDI-DrugBank.d163.s14|185-196|glutethimide|drug
DDI-DrugBank.d163.s14|198-214|antifungal agents|group
DDI-DrugBank.d163.s14|216-222|aspirin|drug
DDI-DrugBank.d163.s14|224-228|xanax|brand
DDI-DrugBank.d163.s16|26-49|Systemic corticosteroids|group
DDI-DrugBank.d163.s17|141-148|Accutane|drug
DDI-DrugBank.d163.s18|72-91|acetylsalicylic acid|drug
DDI-DrugBank.d163.s18|93-106|anticoagulants|group
DDI-DrugBank.d163.s18|108-119|glutethimide|drug
DDI-DrugBank.d163.s18|121-137|antifungal agents|group
DDI-DrugBank.d163.s18|139-145|aspirin|brand
DDI-DrugBank.d163.s18|147-163|clostridium toxin|drug_n
DDI-DrugBank.d163.s18|165-176|glutethimide|drug
DDI-DrugBank.d163.s18|178-194|antifungal agents|group
DDI-DrugBank.d163.s18|196-213|acetilsalicic acid|drug
DDI-DrugBank.d163.s18|215-228|anticoagulants|group
DDI-DrugBank.d163.s18|230-235|heroin|drug_n
DDI-DrugBank.d163.s18|237-253|antifungal agents|group
DDI-DrugBank.d163.s18|255-266|glutethimide|drug
DDI-DrugBank.d163.s18|268-284|clostridium toxin|drug_n
DDI-DrugBank.d163.s19|0-10|Prescribers|drug
DDI-DrugBank.d163.s19|188-209|birth control products|group
DDI-DrugBank.d163.s21|43-56|St. Johns Wort|group
DDI-DrugBank.d163.s21|85-116|combined hormonal contraceptives|drug
DDI-DrugBank.d163.s22|32-46|female patients|group
DDI-DrugBank.d163.s23|114-121|Accutane|group
DDI-DrugBank.d163.s24|150-157|Accutane|drug
DDI-DrugBank.d163.s25|183-192|amenorrhea|drug
DDI-DrugBank.d163.s25|194-197|test|group
DDI-DrugBank.d163.s25|199-216|sexual intercourse|drug_n
DDI-DrugBank.d163.s26|101-107|therapy|drug
DDI-DrugBank.d163.s26|123-129|therapy|drug
DDI-DrugBank.d163.s26|209-213|tests|group
DDI-DrugBank.d163.s26|465-469|tests|group
DDI-DrugBank.d163.s26|539-545|therapy|drug
DDI-DrugBank.d163.s27|58-71|anticoagulants|group
DDI-DrugBank.d163.s27|76-82|aspirin|brand
DDI-DrugBank.d163.s29|8-91|pretreatment and follow-up blood lipids should be obtained under fasting conditions.|group
DDI-DrugBank.d163.s32|17-36|hypertriglyceridemia|group
DDI-DrugBank.d163.s36|33-40|Accutane|drug
DDI-DrugBank.d163.s36|92-102|blood sugar|drug
DDI-DrugBank.d163.s37|62-69|Accutane|group
DDI-DrugBank.d163.s39|5-12|Accutane|drug
DDI-DrugBank.d163.s41|0-110|There have been rare postmarketing reports of rhabdomyolysis, some associated with strenuous physical activity.|drug
DDI-DrugBank.d163.s42|102-128|transient elevations in CPK|group
DDI-DrugBank.d81.s1|0-18|Hydrochlorothiazide|drug
DDI-DrugBank.d81.s1|130-148|hydrochlorothiazide|drug
DDI-DrugBank.d81.s2|49-58|isradipine|group
DDI-DrugBank.d81.s2|72-90|hydrochlorothiazide|drug
DDI-DrugBank.d81.s2|154-163|isradipine|drug
DDI-DrugBank.d81.s5|39-48|isradipine|drug
DDI-DrugBank.d81.s5|67-77|5 mg b.i.d.|drug_n
DDI-DrugBank.d81.s6|0-10|propranolol|drug
DDI-DrugBank.d81.s6|15-21|healthy|drug
DDI-DrugBank.d81.s6|40-51|steady-state|drug
DDI-DrugBank.d81.s6|97-100|drug|drug
DDI-DrugBank.d81.s6|165-174|isradipine|drug
DDI-DrugBank.d81.s7|67-76|cimetidine|drug
DDI-DrugBank.d81.s10|35-44|isradipine|drug
DDI-DrugBank.d81.s10|197-206|isradipine|drug
DDI-DrugBank.d81.s12|8-23|racemic warfarin|drug
DDI-DrugBank.d81.s12|29-38|isradipine|drug
DDI-DrugBank.d81.s15|74-83|isradipine|drug
DDI-DrugBank.d95.s2|0-15|Organic nitrates|drug
DDI-DrugBank.d95.s2|19-40|L-arginine supplements|drug_n
DDI-DrugBank.d95.s2|86-101|Organic nitrates|drug
DDI-DrugBank.d41.s0|0-13|Cholestyramine|drug
DDI-DrugBank.d41.s0|19-26|Charcoal|drug
DDI-DrugBank.d41.s0|46-59|Cholestyramine|drug
DDI-DrugBank.d41.s0|64-81|Activated Charcoal|drug
DDI-DrugBank.d41.s1|0-10|hepatotoxic|drug
DDI-DrugBank.d41.s1|38-48|leflunomide|drug
DDI-DrugBank.d41.s1|78-88|hepatotoxic|drug
DDI-DrugBank.d41.s2|0-9|amfetamine|drug
DDI-DrugBank.d41.s2|11-21|amphetamine|drug_n
DDI-DrugBank.d41.s2|23-33|amphetamine|drug
DDI-DrugBank.d41.s6|51-61|leflunomide|drug
DDI-DrugBank.d41.s6|67-81|glucocorticoids|group
DDI-DrugBank.d41.s6|114-119|toxins|drug_n
DDI-DrugBank.d41.s7|53-59|Roegnik|group
DDI-DrugBank.d41.s7|73-79|Roegnik|group
DDI-DrugBank.d41.s10|29-46|acetilsalicic acid|drug
DDI-DrugBank.d41.s10|49-62|anticoagulants|group
DDI-DrugBank.d41.s10|65-76|glutethimide|drug
DDI-DrugBank.d41.s10|79-85|aspirin|brand
DDI-DrugBank.d41.s10|88-104|clostridium toxin|drug_n
DDI-DrugBank.d41.s10|107-111|xanax|brand
DDI-DrugBank.d41.s10|114-119|heroin|drug_n
DDI-DrugBank.d41.s10|122-138|antifungal agents|group
DDI-DrugBank.d41.s10|141-155|chloramphenicol|drug_n
DDI-DrugBank.d41.s10|158-167|penicillin|brand
DDI-DrugBank.d41.s10|170-188|streptococcal toxin|drug_n
DDI-DrugBank.d41.s10|191-195|group|brand
DDI-DrugBank.d41.s10|198-207|antibiotic|drug_n
DDI-DrugBank.d41.s10|210-225|antifungal agent|brand
DDI-DrugBank.d41.s10|228-243|antibiotic agent|drug_n
DDI-DrugBank.d41.s10|246-258|anticoagulant|brand
