DDI-MedLine.d48.s5|0-28|[(14)C]-diethyl pyrocarbonate|drug
DDI-DrugBank.d17.s19|49-55|glucose|drug_n
DDI-DrugBank.d17.s19|90-96|insulin|drug
DDI-DrugBank.d17.s19|98-104|insulin|drug_n
DDI-DrugBank.d17.s19|139-145|glucose|drug
DDI-DrugBank.d17.s19|147-153|glucose|drug_n
DDI-DrugBank.d17.s19|188-194|insulin|drug
DDI-DrugBank.d17.s19|196-202|insulin|drug_n
DDI-DrugBank.d17.s19|237-243|glucose|drug
DDI-DrugBank.d17.s19|245-251|glucose|drug_n
DDI-DrugBank.d17.s19|286-292|insulin|drug
DDI-DrugBank.d17.s19|294-300|insulin|drug_n
DDI-DrugBank.d17.s19|335-341|glucose|drug
DDI-DrugBank.d17.s19|343-349|glucose|drug_n
DDI-DrugBank.d17.s19|384-390|insulin|drug
DDI-DrugBank.d17.s19|392-398|insulin|drug_n
DDI-DrugBank.d17.s26|0-17|hydroflumethiazide|drug
DDI-DrugBank.d17.s26|23-59|nonsteroidal anti-inflammatory agents|group
DDI-DrugBank.d17.s26|166-173|diuretic|drug
DDI-DrugBank.d17.s28|0-8|Thiazides|drug
DDI-DrugBank.d17.s31|51-57|tosulin|drug
DDI-DrugBank.d17.s32|0-22|Diagnostic interference|drug
DDI-DrugBank.d17.s32|29-56|expected physiologic effects|group
DDI-DrugBank.d17.s32|59-63|blood|drug
DDI-DrugBank.d17.s32|69-73|urine|drug
DDI-DrugBank.d17.s32|91-98|expected|drug
DDI-DrugBank.d17.s32|119-132|predisposition|group
DDI-DrugBank.d17.s32|163-167|serum|drug
DDI-DrugBank.d17.s32|187-194|expected|drug
DDI-DrugBank.d17.s32|201-207|albumin|group
DDI-DrugBank.d17.s32|222-226|serum|drug
DDI-DrugBank.d17.s32|244-251|thiazide|group
DDI-DrugBank.d17.s32|293-312|parathyroid-function|group
DDI-DrugBank.d17.s32|341-345|serum|drug
DDI-DrugBank.d17.s32|365-370|may be|group
DDI-DrugBank.d17.s32|383-387|serum|drug
DDI-DrugBank.d17.s32|430-435|may be|group
DDI-DrugBank.d17.s32|448-459|discontinued|drug
DDI-DrugBank.d17.s32|475-479|serum|drug
DDI-DrugBank.d17.s32|499-504|may be|group
DDI-DrugBank.d17.s32|517-528|discontinued|drug
DDI-DrugBank.d17.s32|548-552|serum|drug
DDI-DrugBank.d17.s32|572-577|may be|group
DDI-DrugBank.d17.s32|590-601|discontinued|drug
DDI-DrugBank.d17.s33|0-14|serum magnesium|drug
DDI-DrugBank.d17.s33|56-74|serum protein-bound|drug
DDI-DrugBank.d17.s33|104-104|n|drug
DDI-DrugBank.d418.s0|60-67|Cyanokit|drug
DDI-DrugBank.d308.s0|0-37|THE POTENTIATING ACTION OF HYDROXYZINE|drug
DDI-DrugBank.d308.s1|86-96|hydroxyzine|drug
DDI-DrugBank.d515.s0|0-9|ifosfamide|drug
DDI-DrugBank.d515.s0|113-122|ifosfamide|drug
DDI-DrugBank.d515.s0|136-145|ifosfamide|drug
DDI-DrugBank.d549.s0|94-101|iloprost|drug
DDI-DrugBank.d549.s1|9-16|iloprost|drug
DDI-DrugBank.d549.s1|74-85|vasodilators|group
DDI-DrugBank.d549.s2|135-148|anticoagulants|group
DDI-DrugBank.d549.s3|24-31|iloprost|group
DDI-DrugBank.d549.s3|60-73|anticoagulants|group
DDI-DrugBank.d549.s3|76-84|diuretics|group
DDI-DrugBank.d549.s4|24-31|iloprost|drug
DDI-DrugBank.d549.s4|74-80|digoxin|drug
DDI-DrugBank.d97.s0|0-8|Indinavir|drug
DDI-DrugBank.d97.s1|0-8|Crixivian|drug
DDI-DrugBank.d97.s1|11-19|Crixivian|drug
DDI-DrugBank.d97.s2|0-8|Indinavir|drug
DDI-DrugBank.d97.s3|0-8|indinavir|drug
DDI-DrugBank.d97.s3|57-65|indinavir|drug
DDI-DrugBank.d97.s3|114-122|indinavir|drug
DDI-DrugBank.d97.s4|0-8|indinavir|drug
DDI-DrugBank.d97.s6|0-13|amphotericin B|drug
DDI-DrugBank.d97.s6|15-25|fluconazole|drug
DDI-DrugBank.d97.s6|27-38|itraconazole|drug
DDI-DrugBank.d97.s6|40-51|posaconazole|drug
DDI-DrugBank.d97.s6|53-64|voriconazole|drug
DDI-DrugBank.d97.s6|198-210|hexamethonium|drug_n
DDI-DrugBank.d97.s6|212-224|acetazolamide|drug_n
DDI-DrugBank.d97.s6|226-244| acetilsalicic acid|drug_n
DDI-DrugBank.d97.s6|246-257|glutethimide|drug_n
DDI-DrugBank.d97.s7|0-9|Drug Class|drug
DDI-DrugBank.d97.s7|12-20|Drug Name|drug
DDI-DrugBank.d97.s7|23-28|Drug N|drug
DDI-DrugBank.d97.s7|31-58|Group or Family of Medicines|group
DDI-DrugBank.d97.s7|61-107|Medicine Referred to by its Trade or Brand Name|brand
DDI-DrugBank.d97.s7|110-152|Active Substance Not Approved for Human Use|drug_n
DDI-DrugBank.d97.s8|0-9|amiodarone|drug
DDI-DrugBank.d97.s9|0-10|contralamin|drug
DDI-DrugBank.d97.s11|0-13|contraceptives|drug
DDI-DrugBank.d97.s12|20-28|midazolam|drug
DDI-DrugBank.d97.s12|31-39|triazolam|drug
DDI-DrugBank.d97.s13|0-9|contradans|drug
DDI-DrugBank.d97.s13|11-20|contradans|drug
DDI-DrugBank.d97.s13|22-35|anticoagulants|group
DDI-DrugBank.d97.s13|37-53|antifungal agents|group
DDI-DrugBank.d97.s13|55-71|clostridium toxin|drug_n
DDI-DrugBank.d97.s13|73-78|heroin|drug_n
DDI-DrugBank.d97.s13|80-89|contradans|drug
DDI-DrugBank.d97.s13|91-100|contradans|drug
DDI-DrugBank.d97.s13|186-195|contradans|drug_n
DDI-DrugBank.d97.s13|197-206|contradans|drug_n
DDI-DrugBank.d97.s13|292-301|contradans|drug_n
DDI-DrugBank.d97.s13|387-396|contradans|drug_n
DDI-DrugBank.d97.s13|482-491|contradans|drug_n
DDI-DrugBank.d97.s14|0-8|cisapride|drug
DDI-DrugBank.d97.s15|0-9|contradics|drug
DDI-DrugBank.d97.s15|11-12|to|drug
DDI-DrugBank.d97.s15|14-22|potential|drug
DDI-DrugBank.d97.s15|41-26||drug
DDI-DrugBank.d97.s15|69-34||drug
DDI-DrugBank.d97.s15|109-47||drug
DDI-DrugBank.d97.s15|114-64||drug
DDI-DrugBank.d97.s15|117-80||drug
DDI-DrugBank.d97.s15|125-85||drug
DDI-DrugBank.d97.s16|13-20|pimozide|drug
DDI-DrugBank.d97.s17|0-7|contrary|drug
DDI-DrugBank.d97.s17|12-22|recommended|drug
DDI-DrugBank.d97.s17|125-138|anticoagulants|group
DDI-DrugBank.d97.s17|158-164|heparin|brand
DDI-DrugBank.d97.s17|170-177|warfarin|drug_n
DDI-DrugBank.d97.s17|180-186|aspirin|drug
DDI-DrugBank.d97.s17|304-320|antifungal agents|group
DDI-DrugBank.d97.s17|432-448|clostridium toxin|drug_n
DDI-DrugBank.d97.s17|481-487|aspirin|brand
DDI-DrugBank.d97.s17|516-537|cardiovascular disease|group
DDI-DrugBank.d97.s17|614-626|liver disease|group
DDI-DrugBank.d97.s18|0-14|St. John's wort|drug
DDI-DrugBank.d97.s19|0-73|May lead to loss of virologic response and possible resistance to Crixivan|drug
DDI-DrugBank.d97.s20|0-16|antimycobacterial|drug
DDI-DrugBank.d97.s20|19-26|rifampin|drug
DDI-DrugBank.d97.s21|0-159|May lead to loss of virologic response and possible resistance to Crixivan or to the class of protease inhibitors or other coadministered antiretroviral agents.|drug
DDI-DrugBank.d97.s22|0-9|lovastatin|drug
DDI-DrugBank.d97.s22|12-22|simvastatin|drug
DDI-DrugBank.d97.s23|0-30|Potential for serious reactions|drug
DDI-DrugBank.d97.s25|0-7|Crixivan|drug
DDI-DrugBank.d97.s25|13-22|atazanavir|drug
DDI-DrugBank.d97.s32|0-20| HIV Antiviral Agents|group
DDI-DrugBank.d97.s33|0-10|Delavirdine|drug
DDI-DrugBank.d97.s34|0-8|indinavir|drug
DDI-DrugBank.d97.s35|18-25|Crixivan|drug
DDI-DrugBank.d97.s35|84-94|delavirdine|drug
DDI-DrugBank.d97.s37|0-8|Indinavir|drug
DDI-DrugBank.d97.s37|14-23|didanosine|drug
DDI-DrugBank.d97.s38|0-8|Efavirenz|drug
DDI-DrugBank.d97.s39|0-8|indinavir|drug
DDI-DrugBank.d97.s43|0-8|indinavir|drug
DDI-DrugBank.d97.s44|0-106|The appropriate doses for this combination, with respect to efficacy and safety, have not been established.|drug
DDI-DrugBank.d97.s46|0-8|indinavir|drug
DDI-DrugBank.d97.s47|0-8|Indinavir|drug
DDI-DrugBank.d97.s47|61-70|Nevirapine|drug_n
DDI-DrugBank.d97.s48|0-106|The appropriate doses for this combination, with respect to efficacy and safety, have not been established.|drug
DDI-DrugBank.d97.s49|0-8|Ritonavir|drug
DDI-DrugBank.d97.s50|0-8|indinavir|drug
DDI-DrugBank.d97.s50|26-34|ritonavir|drug
DDI-DrugBank.d97.s51|0-106|The appropriate doses for this combination, with respect to efficacy and safety, have not been established.|drug
DDI-DrugBank.d97.s52|104-112|indinavir|drug
DDI-DrugBank.d97.s55|0-106|The appropriate doses for this combination, with respect to efficacy and safety, have not been established.|drug
DDI-DrugBank.d97.s57|0-7|bepridil|drug
DDI-DrugBank.d97.s57|9-17|lidocaine|drug
DDI-DrugBank.d97.s57|19-27|quinidine|drug
DDI-DrugBank.d97.s59|0-130|Caution is warranted and therapeutic concentration monitoring is recommended for antiarrhythmics when coadministered with CRIXIVAN.|drug
DDI-DrugBank.d97.s60|0-73|<drug>carbamazepine</drug><drug>phenobarbital</drug><drug>phenytoin</drug>|group
DDI-DrugBank.d97.s60|0-12|carbamazepine|drug
DDI-DrugBank.d97.s60|13-25|phenobarbital|drug
DDI-DrugBank.d97.s60|26-34|phenytoin|drug
DDI-DrugBank.d97.s61|0-8|indinavir|drug
DDI-DrugBank.d97.s63|0-8|indinavir|drug
DDI-DrugBank.d97.s63|57-65|indinavir|drug
DDI-DrugBank.d97.s64|0-23|Calcium Channel Blockers|drug
DDI-DrugBank.d97.s64|29-44| Dihydropyridine|drug
DDI-DrugBank.d97.s64|50-56| e.g., |drug
DDI-DrugBank.d97.s64|62-72| felodipine|drug
DDI-DrugBank.d97.s64|78-88| nifedipine|drug
DDI-DrugBank.d97.s64|94-105| nicardipine|drug
DDI-DrugBank.d97.s65|0-14|dihydropyridine|drug
DDI-DrugBank.d97.s65|16-22|calcium|drug
DDI-DrugBank.d97.s65|24-47|calcium channel blockers|group
DDI-DrugBank.d97.s67|0-13|Clarithromycin|drug
DDI-DrugBank.d97.s68|0-13|clarithromycin|drug
DDI-DrugBank.d97.s68|31-39|indinavir|drug
DDI-DrugBank.d97.s69|0-106|The appropriate doses for this combination, with respect to efficacy and safety, have not been established.|drug
DDI-DrugBank.d97.s70|0-11|atorvastatin|drug
DDI-DrugBank.d97.s72|0-11|atorvastatin|drug
DDI-DrugBank.d97.s72|50-77|HMG-CoA reductase inhibitors|drug
DDI-DrugBank.d97.s72|133-144| pravastatin|drug
DDI-DrugBank.d97.s72|147-157|fluvastatin|drug
DDI-DrugBank.d97.s72|163-174|rosuvastatin|drug
DDI-DrugBank.d97.s73|0-30| <drug> <drug> <drug> <drug_n> |group
DDI-DrugBank.d97.s74|0-23|immunosuppressant agents|drug
DDI-DrugBank.d97.s75|42-49|Crixivan|drug
DDI-DrugBank.d97.s75|69-85|antifungal agents|group
DDI-DrugBank.d97.s75|101-112|posaconazole|drug
DDI-DrugBank.d97.s75|118-129|itraconazole|drug
DDI-DrugBank.d97.s77|0-8|indinavir|drug
DDI-DrugBank.d97.s78|18-26|Crixivian|drug
DDI-DrugBank.d97.s80|0-8|indinavir|drug
DDI-DrugBank.d97.s81|18-26|Crixivian|drug
DDI-DrugBank.d97.s82|0-8|Rifabutin|drug
DDI-DrugBank.d97.s83|0-8|indinavir|drug
DDI-DrugBank.d97.s83|26-34|rifabutin|drug
DDI-DrugBank.d97.s85|0-9|Sildenafil|drug
DDI-DrugBank.d97.s86|0-32| sildenfil (viagra) concentration|drug
DDI-DrugBank.d97.s87|0-9|Sildenafil|drug
DDI-DrugBank.d97.s87|108-116|indinavir|drug
DDI-DrugBank.d97.s88|0-8|Tadalafil|drug
DDI-DrugBank.d97.s90|0-9| tadalafil|drug
DDI-DrugBank.d97.s91|0-9|Vardenafil|drug
DDI-DrugBank.d97.s94|0-17|acetilsalicic acid|drug
DDI-DrugBank.d97.s94|19-30|glutethimide|drug
DDI-DrugBank.d97.s94|32-38|aspirin|drug
DDI-DrugBank.d97.s94|127-140|anticoagulants|group
DDI-DrugBank.d97.s94|142-158|antifungal agents|group
DDI-DrugBank.d97.s94|160-166|aspirin|brand
DDI-DrugBank.d97.s94|168-172|xanax|brand
DDI-DrugBank.d97.s96|9-27| acetilsalicic acid|drug
DDI-DrugBank.d97.s96|33-45| glutethimide|drug
DDI-DrugBank.d97.s96|101-107| angina|drug
DDI-DrugBank.d97.s96|113-124| indigestion|drug
DDI-DrugBank.d97.s96|127-134| aspirin|drug
DDI-DrugBank.d97.s96|158-164| angina|drug
DDI-DrugBank.d97.s96|170-174| pain|drug
DDI-DrugBank.d97.s96|177-182| xanax|drug
DDI-DrugBank.d97.s96|201-208| anxiety|drug
DDI-DrugBank.d97.s96|214-224| depression|drug
DDI-DrugBank.d97.s96|288-315| gastrointestinal infections|drug
DDI-DrugBank.d97.s96|385-425| attention deficit hyperactivity disorder|drug
DDI-DrugBank.d97.s96|438-448| narcolepsy|drug
DDI-DrugBank.d97.s96|451-457| heroin|drug_n
DDI-DrugBank.d97.s96|464-473| substance|drug_n
DDI-DrugBank.d97.s96|507-525| acetilsalicic acid|drug
DDI-DrugBank.d97.s96|544-570| gastrointestinal disorders|drug
DDI-DrugBank.d97.s96|573-585| glutethimide|drug
DDI-DrugBank.d97.s96|604-612| insomnia|drug
DDI-DrugBank.d97.s96|615-622| aspirin|drug
DDI-DrugBank.d97.s97|0-17|acetilsalicic acid|drug
DDI-DrugBank.d97.s97|19-30|glutethimide|drug
DDI-DrugBank.d97.s97|32-45|anticoagulants|group
DDI-DrugBank.d97.s97|47-63|antifungal agents|group
DDI-DrugBank.d97.s97|65-71|aspirin|brand
DDI-DrugBank.d97.s97|73-77|xanax|brand
DDI-DrugBank.d97.s97|79-95|clostridium toxin|drug_n
DDI-DrugBank.d97.s97|97-102|heroin|drug_n
DDI-DrugBank.d433.s0|60-64|Rebif|drug
DDI-DrugBank.d433.s0|102-111|Interferon|drug_n
DDI-DrugBank.d433.s0|371-384|anticoagulants|group
DDI-DrugBank.d433.s0|390-406|antifungal agents|group
DDI-DrugBank.d433.s0|676-680|Rebif|brand
DDI-DrugBank.d433.s0|702-706|Rebif|drug
DDI-DrugBank.d433.s0|709-718|Interferon|drug_n
DDI-DrugBank.d433.s1|0-4|Rebif|drug
DDI-DrugBank.d433.s2|65-69|Rebif|drug
DDI-DrugBank.d433.s2|213-217|Rebif|drug
DDI-DrugBank.d227.s0|0-9|Isoflurane|drug
DDI-DrugBank.d227.s1|0-18| acetilsalicic acid|drug
DDI-DrugBank.d227.s1|20-32| glutethimide|drug
DDI-DrugBank.d227.s1|34-48| anticoagulants|group
DDI-DrugBank.d227.s1|50-67| antifungal agents|group
DDI-DrugBank.d227.s1|69-86| clostridium toxin|drug_n
DDI-DrugBank.d227.s1|88-94| heroin|drug_n
DDI-DrugBank.d227.s1|96-114| acetilsalicic acid|drug
DDI-DrugBank.d227.s1|116-128| glutethimide|drug
DDI-DrugBank.d227.s1|130-148| acetilsalicic acid|drug
DDI-DrugBank.d227.s1|150-162| glutethimide|drug
DDI-DrugBank.d227.s1|164-178| anticoagulants|group
DDI-DrugBank.d227.s1|180-197| antifungal agents|group
DDI-DrugBank.d227.s1|199-216| clostridium toxin|drug_n
DDI-DrugBank.d227.s1|218-224| heroin|drug_n
DDI-DrugBank.d227.s1|226-243| clostridium toxin|drug_n
DDI-DrugBank.d227.s1|245-251| heroin|drug_n
DDI-DrugBank.d227.s1|253-271| acetilsalicic acid|drug
DDI-DrugBank.d227.s1|273-285| glutethimide|drug
DDI-DrugBank.d227.s1|287-305| acetilsalicic acid|drug
DDI-DrugBank.d227.s1|307-319| glutethimide|drug
DDI-DrugBank.d227.s1|321-338| clostridium toxin|drug_n
DDI-DrugBank.d227.s1|340-346| heroin|drug_n
DDI-DrugBank.d227.s1|348-365| clostridium toxin|drug_n
DDI-DrugBank.d465.s0|28-47|isosorbide dinitrate|drug
DDI-DrugBank.d163.s0|42-49|Accutane|drug
DDI-DrugBank.d163.s2|42-49|Accutane|group
DDI-DrugBank.d163.s2|95-102|Accutane|group
DDI-DrugBank.d163.s4|12-23|progesterone|group
DDI-DrugBank.d163.s5|164-177|anticoagulants|group
DDI-DrugBank.d163.s5|180-196|antifungal agents|group
DDI-DrugBank.d163.s5|199-205|aspirin|brand
DDI-DrugBank.d163.s5|208-212|xanax|brand
DDI-DrugBank.d163.s5|219-235|clostridium toxin|drug_n
DDI-DrugBank.d163.s5|303-316|anticoagulants|group
DDI-DrugBank.d163.s5|319-335|antifungal agents|group
DDI-DrugBank.d163.s5|338-344|aspirin|brand
DDI-DrugBank.d163.s5|347-351|xanax|brand
DDI-DrugBank.d163.s5|358-374|clostridium toxin|drug_n
DDI-DrugBank.d163.s5|442-455|anticoagulants|group
DDI-DrugBank.d163.s5|458-474|antifungal agents|group
DDI-DrugBank.d163.s5|477-483|aspirin|brand
DDI-DrugBank.d163.s5|486-490|xanax|brand
DDI-DrugBank.d163.s5|497-513|clostridium toxin|drug_n
DDI-DrugBank.d163.s5|581-594|anticoagulants|group
DDI-DrugBank.d163.s5|597-613|antifungal agents|group
DDI-DrugBank.d163.s5|616-622|aspirin|brand
DDI-DrugBank.d163.s10|0-8|Phenytoin|drug
DDI-DrugBank.d163.s10|11-18|Accutane|group
DDI-DrugBank.d163.s10|72-80|Phenytoin|drug
DDI-DrugBank.d163.s12|0-8|Phenytoin|drug
DDI-DrugBank.d163.s16|26-49|Systemic corticosteroids|group
DDI-DrugBank.d163.s19|0-13|contraceptives|drug
DDI-DrugBank.d163.s19|16-25|medication|drug
DDI-DrugBank.d163.s20|0-7|Accutane|drug
DDI-DrugBank.d163.s22|0-7|Accutane|drug
DDI-DrugBank.d163.s22|9-22|pregnancy test|drug
DDI-DrugBank.d163.s22|24-28|urine|drug
DDI-DrugBank.d163.s22|30-34|serum|drug
DDI-DrugBank.d163.s22|36-44|25 mIU/mL|drug_n
DDI-DrugBank.d163.s24|150-157|Accutane|drug
DDI-DrugBank.d163.s31|108-115|Accutane|drug
DDI-DrugBank.d163.s34|254-261|Accutane|drug
DDI-DrugBank.d163.s36|0-6|Glucose|drug
DDI-DrugBank.d163.s36|9-15|Glucose|drug
DDI-DrugBank.d163.s36|42-49|Accutane|drug
DDI-DrugBank.d163.s36|101-105|blood|drug
DDI-DrugBank.d163.s37|13-19|acutane|drug
DDI-DrugBank.d163.s37|86-93|diabetes|group
DDI-DrugBank.d163.s37|335-341|acutane|drug
DDI-DrugBank.d163.s37|383-391|psoriasis|group
DDI-DrugBank.d163.s37|397-400|acne|group
DDI-DrugBank.d163.s37|471-481|amphetamine|drug_n
DDI-DrugBank.d163.s37|497-506|narcolepsy|group
DDI-DrugBank.d163.s37|512-551|attention deficit hyperactivity disorder|group
DDI-DrugBank.d163.s37|616-626|tolbutamide|drug
DDI-DrugBank.d163.s37|642-645|gout|group
DDI-DrugBank.d163.s37|672-683|isotretinoin|drug
DDI-DrugBank.d163.s37|703-720|moderate to severe|group
DDI-DrugBank.d163.s37|722-725|acne|group
DDI-DrugBank.d163.s39|0-7|Accutane|drug
DDI-DrugBank.d163.s42|102-141|<drug>transient elevations in CPK</drug>|group
DDI-DrugBank.d163.s42|102-128|transient elevations in CPK|drug
DDI-DrugBank.d163.s42|287-295|back pain|brand
DDI-DrugBank.d163.s42|298-307|arthralgia|brand
DDI-DrugBank.d81.s0|15-22|DynaCirc|drug
DDI-DrugBank.d81.s0|25-34|isradipine|group
DDI-DrugBank.d81.s0|73-85|nitroglycerin|drug
DDI-DrugBank.d81.s2|49-58|isradipine|drug
DDI-DrugBank.d81.s2|154-163|isradipine|drug
DDI-DrugBank.d81.s3|78-88|propranolol|drug
DDI-DrugBank.d81.s3|152-161|isradipine|drug
DDI-DrugBank.d81.s4|0-10|propranolol|drug
DDI-DrugBank.d81.s4|12-22|anphetamine|drug
DDI-DrugBank.d81.s4|24-37|chlorpropamide|drug
DDI-DrugBank.d81.s4|39-50|glutethimide|drug
DDI-DrugBank.d81.s4|52-69|acetilsalicic acid|drug
DDI-DrugBank.d81.s4|114-125|glutethimide|drug
DDI-DrugBank.d81.s4|127-144|acetilsalicic acid|drug
DDI-DrugBank.d81.s4|146-157|glutethimide|drug
DDI-DrugBank.d81.s4|159-176|acetilsalicic acid|drug
DDI-DrugBank.d81.s4|221-232|glutethimide|drug
DDI-DrugBank.d81.s4|234-251|acetilsalicic acid|drug
DDI-DrugBank.d81.s4|253-264|glutethimide|drug
DDI-DrugBank.d81.s4|266-283|acetilsalicic acid|drug
DDI-DrugBank.d81.s4|328-339|glutethimide|drug
DDI-DrugBank.d81.s4|341-358|acetilsalicic acid|drug
DDI-DrugBank.d81.s4|360-371|glutethimide|drug
DDI-DrugBank.d81.s4|373-390|acetilsalicic acid|drug
DDI-DrugBank.d81.s4|435-446|glutethimide|drug
DDI-DrugBank.d81.s5|39-48|isradipine|drug
DDI-DrugBank.d81.s5|67-76|isradipine|drug
DDI-DrugBank.d81.s5|79-101|antihypertensive agents|group
DDI-DrugBank.d81.s5|105-110|norvir|brand
DDI-DrugBank.d81.s5|114-130|clostridium toxin|drug_n
DDI-DrugBank.d81.s5|134-143|isradipine|drug
DDI-DrugBank.d81.s5|188-204|clostridium toxin|drug_n
DDI-DrugBank.d81.s5|208-217|isradipine|drug
DDI-DrugBank.d81.s5|262-278|clostridium toxin|drug_n
DDI-DrugBank.d81.s5|282-291|isradipine|drug
DDI-DrugBank.d81.s5|336-352|clostridium toxin|drug_n
DDI-DrugBank.d81.s5|356-365|isradipine|drug
DDI-DrugBank.d81.s5|410-426|clostridium toxin|drug_n
DDI-DrugBank.d81.s5|430-439|isradipine|drug
DDI-DrugBank.d81.s6|0-10|propranolol|drug
DDI-DrugBank.d81.s6|15-32|healthy volunteers|drug
DDI-DrugBank.d81.s6|40-62|steady-state conditions|group
DDI-DrugBank.d81.s6|97-97|s|drug
DDI-DrugBank.d81.s6|190-200|combination|group
DDI-DrugBank.d81.s6|264-274|combination|group
DDI-DrugBank.d81.s7|0-9|Cimetidine|drug
DDI-DrugBank.d81.s7|67-76|Cimetidine|drug
DDI-DrugBank.d81.s7|134-143|Cimetidine|drug
DDI-DrugBank.d81.s7|201-210|Cimetidine|drug
DDI-DrugBank.d81.s7|268-277|Cimetidine|drug
DDI-DrugBank.d81.s7|335-344|Cimetidine|drug
DDI-DrugBank.d81.s7|402-411|Cimetidine|drug
DDI-DrugBank.d81.s7|469-478|Cimetidine|drug
DDI-DrugBank.d81.s7|536-545|Cimetidine|drug
DDI-DrugBank.d81.s7|603-612|Cimetidine|drug
DDI-DrugBank.d81.s7|670-679|Cimetidine|drug
DDI-DrugBank.d81.s7|737-746|Cimetidine|drug
DDI-DrugBank.d81.s7|804-813|Cimetidine|drug
DDI-DrugBank.d81.s9|66-75|Rifampicin|drug
DDI-DrugBank.d81.s12|8-15|warfarin|drug
DDI-DrugBank.d81.s12|21-30|isradipine|drug
DDI-DrugBank.d81.s13|0-7|Dynacirc|drug
DDI-DrugBank.d81.s13|10-23|Anticoagulants|group
DDI-DrugBank.d81.s13|27-34|Dynacirc|drug
DDI-DrugBank.d81.s13|37-50|Anticoagulants|group
DDI-DrugBank.d81.s13|57-64|Dynacirc|drug
DDI-DrugBank.d81.s13|67-80|Anticoagulants|group
DDI-DrugBank.d81.s13|101-119|Cardiac Arrhythmias|group
DDI-DrugBank.d81.s13|122-134|Heart Failure|group
DDI-DrugBank.d81.s13|140-145|Angina|group
DDI-DrugBank.d81.s13|148-164|Clostridium toxin|drug_n
DDI-DrugBank.d81.s13|167-177|Antibiotics|group
DDI-DrugBank.d81.s13|204-213|Stimulants|group
DDI-DrugBank.d81.s13|234-248|Gastroenteritis|group
DDI-DrugBank.d81.s13|254-293|Attention Deficit Hyperactivity Disorder|group
DDI-DrugBank.d81.s13|310-326|Antifungal Agents|group
DDI-DrugBank.d81.s13|333-338|heroin|drug_n
DDI-DrugBank.d81.s13|341-345|Opium|group
DDI-DrugBank.d81.s13|366-375|Infections|group
DDI-DrugBank.d81.s13|381-389|Analgesic|group
DDI-DrugBank.d81.s13|392-398|aspirin|drug
DDI-DrugBank.d81.s13|401-421|Acetyl Salicylic Acid|group
DDI-DrugBank.d81.s13|428-432|xanax|drug
DDI-DrugBank.d81.s13|435-449|Benzodiazepines|group
DDI-DrugBank.d95.s2|0-9|L-arginine|drug
DDI-DrugBank.d95.s2|11-26|organic nitrates|drug
DDI-DrugBank.d95.s2|28-37|L-arginine|drug
DDI-DrugBank.d95.s2|39-54|organic nitrates|drug
DDI-DrugBank.d95.s2|56-65|L-arginine|drug
DDI-DrugBank.d95.s2|67-82|organic nitrates|drug
DDI-DrugBank.d95.s2|84-93|L-arginine|drug
DDI-DrugBank.d95.s2|95-110|organic nitrates|drug
DDI-DrugBank.d95.s2|112-121|L-arginine|drug
DDI-DrugBank.d95.s2|123-138|organic nitrates|drug
DDI-DrugBank.d95.s2|140-149|L-arginine|drug
DDI-DrugBank.d95.s2|151-166|organic nitrates|drug
DDI-DrugBank.d95.s2|168-177|L-arginine|drug
DDI-DrugBank.d95.s2|179-194|organic nitrates|drug
DDI-DrugBank.d95.s2|196-205|L-arginine|drug
DDI-DrugBank.d95.s2|207-222|organic nitrates|drug
DDI-DrugBank.d95.s2|224-233|L-arginine|drug
DDI-DrugBank.d95.s2|235-250|organic nitrates|drug
DDI-DrugBank.d95.s2|252-261|L-arginine|drug
DDI-DrugBank.d95.s2|263-278|organic nitrates|drug
DDI-DrugBank.d95.s2|280-289|L-arginine|drug
DDI-DrugBank.d95.s2|291-306|organic nitrates|drug
DDI-DrugBank.d95.s2|308-317|L-arginine|drug
DDI-DrugBank.d95.s2|319-334|organic nitrates|drug
DDI-DrugBank.d95.s2|336-345|L-arginine|drug
DDI-DrugBank.d95.s2|347-362|organic nitrates|drug
DDI-DrugBank.d95.s2|364-373|L-arginine|drug
DDI-DrugBank.d95.s3|36-45|L-arginine|drug
DDI-DrugBank.d95.s3|84-101|sildenafil citrate|drug
DDI-DrugBank.d41.s0|0-1|M1|drug
DDI-DrugBank.d41.s0|4-17|Cholestyramine|drug
DDI-DrugBank.d41.s0|23-30|Charcoal|drug
DDI-DrugBank.d41.s0|80-81|M1|drug
DDI-DrugBank.d41.s0|84-97|Cholestyramine|drug
DDI-DrugBank.d41.s0|103-110|Charcoal|drug
DDI-DrugBank.d41.s1|0-10|leflunomide|drug
DDI-DrugBank.d41.s1|60-70|leflunomide|drug
DDI-DrugBank.d41.s7|53-67|Roegnik Grade I|drug
DDI-DrugBank.d41.s7|73-90|Roegnik Grade IIIa|drug
DDI-DrugBank.d41.s9|29-32| M1 |drug
DDI-DrugBank.d41.s10|571-576|heroin|drug_n
DDI-DrugBank.d41.s10|582-588|aspirin|drug
DDI-DrugBank.d41.s10|594-611|acetilsalicic acid|drug
DDI-DrugBank.d41.s10|617-628|glutethimide|drug
DDI-DrugBank.d41.s10|634-638|xanax|brand
DDI-DrugBank.d41.s10|644-657|anticoagulants|group
DDI-DrugBank.d41.s10|663-679|antifungal agents|group
DDI-DrugBank.d41.s11|0-5|NSAIDs|drug
