DDI-MedLine.d48.s3|0-20|Diethyl pyrocarbonate|drug_n
DDI-DrugBank.d237.s0|0-8|Cisapride|drug
DDI-DrugBank.d237.s1|113-121|cisapride|drug
DDI-DrugBank.d237.s1|211-219|cisapride|drug
DDI-DrugBank.d237.s2|0-10|Antibiotics|group
DDI-DrugBank.d237.s2|52-65|clarithromycin|drug
DDI-DrugBank.d237.s2|68-79|erythromycin|drug
DDI-DrugBank.d237.s2|86-99|troleandomycin|drug
DDI-DrugBank.d237.s2|136-144|cisapride|drug
DDI-DrugBank.d237.s2|189-197|cisapride|drug
DDI-DrugBank.d237.s3|0-15|Anticholinergics|group
DDI-DrugBank.d237.s3|55-79|anticholinergic compounds|group
DDI-DrugBank.d237.s3|90-109|belladonna alkaloids|group
DDI-DrugBank.d237.s3|115-125|dicyclomine|drug
DDI-DrugBank.d237.s3|186-194|cisapride|drug
DDI-DrugBank.d237.s4|0-13|Anticoagulants|group
DDI-DrugBank.d237.s4|50-63|anticoagulants|group
DDI-DrugBank.d237.s5|107-115|cisapride|drug
DDI-DrugBank.d237.s5|164-176|anticoagulant|group
DDI-DrugBank.d237.s6|0-14|Antidepressants|group
DDI-DrugBank.d237.s6|45-54|nefazodone|drug
DDI-DrugBank.d237.s6|83-91|cisapride|drug
DDI-DrugBank.d237.s6|136-144|cisapride|drug
DDI-DrugBank.d237.s7|0-10|Antifungals|group
DDI-DrugBank.d237.s7|56-66|fluconazole|drug
DDI-DrugBank.d237.s7|69-80|itraconazole|drug
DDI-DrugBank.d237.s7|92-103|ketoconazole|drug
DDI-DrugBank.d237.s7|140-148|cisapride|drug
DDI-DrugBank.d237.s7|193-201|cisapride|drug
DDI-DrugBank.d237.s8|46-57|ketoconazole|drug
DDI-DrugBank.d237.s8|95-103|cisapride|drug
DDI-DrugBank.d237.s8|156-164|cisapride|drug
DDI-DrugBank.d237.s9|82-90|cisapride|drug
DDI-DrugBank.d237.s9|96-107|ketoconazole|drug
DDI-DrugBank.d237.s10|0-22|H2 Receptor Antagonists|group
DDI-DrugBank.d237.s10|25-34|Cimetidine|drug
DDI-DrugBank.d237.s10|112-120|cisapride|drug
DDI-DrugBank.d237.s10|145-153|cisapride|drug
DDI-DrugBank.d237.s10|197-206|ranitidine|drug
DDI-DrugBank.d237.s11|35-44|cimetidine|drug
DDI-DrugBank.d237.s11|50-59|ranitidine|drug
DDI-DrugBank.d237.s11|110-118|cisapride|drug
DDI-DrugBank.d237.s12|0-18|Protease Inhibitors|group
DDI-DrugBank.d237.s12|49-57|indinavir|drug
DDI-DrugBank.d237.s12|63-71|ritonavir|drug
DDI-DrugBank.d237.s12|108-116|cisapride|drug
DDI-DrugBank.d237.s12|160-168|cisapride|drug
DDI-DrugBank.d237.s13|49-57|cisapride|drug
DDI-DrugBank.d237.s13|92-100|cisapride|drug
DDI-DrugBank.d237.s14|0-8|Cisapride|drug
DDI-DrugBank.d237.s14|102-116|antiarrhythmics|group
DDI-DrugBank.d237.s14|148-156|quinidine|drug
DDI-DrugBank.d237.s14|162-173|procainamide|drug
DDI-DrugBank.d237.s14|191-197|sotalol|drug
DDI-DrugBank.d237.s15|0-24|tricyclic antidepressants|group
DDI-DrugBank.d237.s15|35-47|amitriptyline|drug
DDI-DrugBank.d237.s16|8-34|tetracyclic antidepressants|group
DDI-DrugBank.d237.s16|45-55|maprotiline|drug
DDI-DrugBank.d237.s17|8-32|antipsychotic medications|group
DDI-DrugBank.d237.s17|43-52|sertindole|drug
DDI-DrugBank.d237.s18|0-9|astemizole|drug
DDI-DrugBank.d237.s18|12-19|bepridil|drug
DDI-DrugBank.d237.s18|22-33|sparfloxacin|drug
DDI-DrugBank.d237.s18|40-49|terodiline|drug
DDI-DrugBank.d237.s20|40-48|cisapride|drug
DDI-DrugBank.d464.s0|0-6|Codeine|drug
DDI-DrugBank.d464.s0|34-52|narcotic analgesics|group
DDI-DrugBank.d464.s0|63-73|anesthetics|group
DDI-DrugBank.d464.s0|76-89|phenothiazines|group
DDI-DrugBank.d464.s0|92-104|tranquilizers|group
DDI-DrugBank.d464.s0|107-124|sedative-hypnotics|group
DDI-DrugBank.d464.s0|136-150|CNS depressants|group
DDI-DrugBank.d464.s0|163-169|alcohol|drug
DDI-DrugBank.d250.s0|14-24|antibiotics|group
DDI-DrugBank.d250.s0|27-41|aminoglycosides|group
DDI-DrugBank.d250.s0|47-55|polymyxin|drug
DDI-DrugBank.d250.s1|77-88|Coly-Mycin M|brand
DDI-DrugBank.d250.s2|0-26|Curariform muscle relaxants|group
DDI-DrugBank.d250.s2|33-44|tubocurarine|drug
DDI-DrugBank.d250.s2|74-78|ether|drug
DDI-DrugBank.d250.s2|81-95|succinylcholine|drug
DDI-DrugBank.d250.s2|98-106|gallamine|drug
DDI-DrugBank.d250.s2|109-121|decamethonium|drug
DDI-DrugBank.d250.s2|127-140|sodium citrate|drug
DDI-DrugBank.d250.s2|259-270|Coly-Mycin M|brand
DDI-DrugBank.d250.s2|292-277||drug
DDI-DrugBank.d250.s2|343-284||drug
DDI-DrugBank.d250.s2|363-292||drug
DDI-DrugBank.d250.s2|414-332||drug
DDI-DrugBank.d250.s2|434-334||drug
DDI-DrugBank.d250.s2|485-341||drug
DDI-DrugBank.d250.s2|505-349||drug
DDI-DrugBank.d250.s2|556-389||drug
DDI-DrugBank.d250.s2|576-391||drug
DDI-DrugBank.d250.s2|627-398||drug
DDI-DrugBank.d250.s3|0-17|Sodium cephalothin|drug
DDI-DrugBank.d250.s3|53-64|Coly-Mycin M|brand
DDI-DrugBank.d250.s4|23-40|sodium cephalothin|drug
DDI-DrugBank.d250.s4|46-68|Coly-Mycin M Parenteral|brand
DDI-DrugBank.d317.s10|50-51|T4|drug
DDI-DrugBank.d317.s10|57-63|free T3|drug_n
DDI-DrugBank.d317.s10|95-101|Free T4|drug
DDI-DrugBank.d317.s10|145-151|Free T4|drug
DDI-DrugBank.d317.s10|195-201|Free T4|drug
DDI-DrugBank.d317.s10|245-251|Free T4|drug
DDI-DrugBank.d317.s10|295-301|Free T4|drug
DDI-DrugBank.d317.s10|345-351|Free T4|drug
DDI-DrugBank.d317.s10|395-401|Free T4|drug
DDI-DrugBank.d317.s10|445-451|Free T4|drug
DDI-DrugBank.d317.s10|495-501|Free T4|drug
DDI-DrugBank.d317.s10|545-551|Free T4|drug
DDI-DrugBank.d317.s10|595-601|Free T4|drug
DDI-DrugBank.d317.s10|645-651|Free T4|drug
DDI-DrugBank.d317.s11|12-18|thyroid|group
DDI-DrugBank.d317.s11|68-82|thyroid hormone|group
DDI-DrugBank.d317.s13|56-69|corticosteroid|group
DDI-DrugBank.d317.s13|171-185|corticosteroids|group
DDI-DrugBank.d317.s15|40-54|angiotensinogen|drug_n
DDI-DrugBank.d317.s15|56-70|renin substrate|drug
DDI-DrugBank.d317.s15|169-100||drug_n
DDI-DrugBank.d317.s15|185-199|renin substrate|drug
DDI-DrugBank.d317.s15|298-101||drug_n
DDI-DrugBank.d317.s15|314-328|renin substrate|drug
DDI-DrugBank.d317.s15|427-157||drug_n
DDI-DrugBank.d317.s15|443-457|renin substrate|drug
DDI-DrugBank.d317.s15|556-211||drug_n
DDI-DrugBank.d317.s15|572-586|renin substrate|drug
DDI-DrugBank.d317.s17|473-499|HMG-CoA reductase inhibitor|group
DDI-DrugBank.d317.s17|503-524|antihypertensive agent|group
DDI-DrugBank.d317.s17|528-542|anticholinergic|group
DDI-DrugBank.d317.s17|546-575|beta-adrenergic blocking agent|group
DDI-DrugBank.d317.s17|579-601|calcium channel blocker|group
DDI-DrugBank.d317.s17|605-612|diuretic|group
DDI-DrugBank.d317.s17|616-632|hypotensive agent|group
DDI-DrugBank.d317.s17|636-650|vasoconstrictor|group
DDI-DrugBank.d317.s17|654-675|antihypertensive agent|group
DDI-DrugBank.d317.s17|679-693|anticholinergic|group
DDI-DrugBank.d317.s17|697-726|beta-adrenergic blocking agent|group
DDI-DrugBank.d317.s21|20-29|metyrapone|drug
DDI-DrugBank.d439.s0|0-12|Corticotropin|drug
DDI-DrugBank.d439.s0|66-73|diuretic|group
DDI-DrugBank.d101.s0|20-28|digitoxin|drug
DDI-DrugBank.d101.s1|32-38|digoxin|drug
DDI-DrugBank.d101.s2|19-27|digitoxin|drug
DDI-DrugBank.d101.s3|5-15|flucytosine|drug
DDI-DrugBank.d185.s0|65-70|ACZONE|brand
DDI-DrugBank.d185.s0|133-144|trimethoprim|drug
DDI-DrugBank.d185.s0|146-161|sulfamethoxazole|drug
DDI-DrugBank.d185.s0|164-166|TMP|drug
DDI-DrugBank.d185.s0|168-170|SMX|drug
DDI-DrugBank.d185.s1|45-47|TMP|drug
DDI-DrugBank.d185.s1|53-55|SMX|drug
DDI-DrugBank.d185.s2|40-46|dapsone|drug
DDI-DrugBank.d185.s2|63-65|DHA|drug_n
DDI-DrugBank.d185.s2|109-111|TMP|drug
DDI-DrugBank.d185.s2|113-115|SMX|drug
DDI-DrugBank.d185.s2|117-117| |drug
DDI-DrugBank.d185.s2|165-145||drug_n
DDI-DrugBank.d185.s2|211-112||drug
DDI-DrugBank.d185.s2|215-119||drug
DDI-DrugBank.d185.s2|219-193||drug
DDI-DrugBank.d185.s2|267-136||drug_n
DDI-DrugBank.d185.s2|313-188||drug
DDI-DrugBank.d185.s2|317-190||drug
DDI-DrugBank.d185.s2|321-191||drug
DDI-DrugBank.d185.s2|369-217||drug_n
DDI-DrugBank.d185.s2|415-198||drug
DDI-DrugBank.d185.s2|419-272||drug
DDI-DrugBank.d185.s2|423-276||drug
DDI-DrugBank.d185.s2|471-215||drug_n
DDI-DrugBank.d185.s3|118-120|TMP|drug
DDI-DrugBank.d185.s3|122-124|SMX|drug
DDI-DrugBank.d185.s4|41-48|rifampin|drug
DDI-DrugBank.d185.s4|51-65|anticonvulsants|group
DDI-DrugBank.d185.s4|68-82|St. John's wort|group
DDI-DrugBank.d185.s4|85-103|protease inhibitors|group
DDI-DrugBank.d185.s4|106-122|antifungal agents|group
DDI-DrugBank.d185.s4|872-880|phenytoin|group
DDI-DrugBank.d185.s4|883-895|phenobarbital|group
DDI-DrugBank.d185.s5|0-10|John s wort|drug
DDI-DrugBank.d185.s5|43-49|dapsone|drug
DDI-DrugBank.d185.s5|89-57||drug
DDI-DrugBank.d185.s6|10-16|dapsone|drug
DDI-DrugBank.d185.s6|60-72|pyrimethamine|drug
DDI-DrugBank.d185.s8|203-213|fluvoxamine|drug
DDI-DrugBank.d185.s8|319-329|fluvoxamine|drug
DDI-DrugBank.d185.s8|435-445|fluvoxamine|drug
DDI-DrugBank.d185.s8|551-561|fluvoxamine|drug
DDI-DrugBank.d69.s0|7-16|Cerubidine|brand
DDI-DrugBank.d69.s0|59-69|doxorubicin|drug
DDI-DrugBank.d69.s1|0-9|Cerubidine|brand
DDI-DrugBank.d69.s1|115-125|doxorubicin|drug
DDI-DrugBank.d69.s1|130-139|Cerubidine|brand
DDI-DrugBank.d69.s2|0-15|Cyclophosphamide|drug
DDI-DrugBank.d69.s2|40-49|Cerubidine|brand
DDI-DrugBank.d69.s3|20-29|Cerubidine|brand
DDI-DrugBank.d69.s4|43-54|methotrexate|drug
DDI-DrugBank.d197.s0|168-171|drug|drug
DDI-DrugBank.d197.s1|0-10|Anesthetics|group
DDI-DrugBank.d197.s1|12-20|Sedatives|group
DDI-DrugBank.d197.s1|22-30|Hypnotics|group
DDI-DrugBank.d197.s1|32-38|Opioids|group
DDI-DrugBank.d197.s1|62-69|PRECEDEX|brand
DDI-DrugBank.d197.s1|76-86|anesthetics|group
DDI-DrugBank.d197.s1|89-97|sedatives|group
DDI-DrugBank.d197.s1|100-108|hypnotics|group
DDI-DrugBank.d197.s1|115-121|opioids|group
DDI-DrugBank.d197.s2|51-61|sevoflurane|drug
DDI-DrugBank.d197.s2|64-73|isoflurane|drug
DDI-DrugBank.d197.s2|76-83|propofol|drug
DDI-DrugBank.d197.s2|86-95|alfentanil|drug
DDI-DrugBank.d197.s2|102-110|midazolam|drug
DDI-DrugBank.d197.s3|40-54|dexmedetomidine|drug
DDI-DrugBank.d197.s3|60-69|isoflurane|drug
DDI-DrugBank.d197.s3|72-79|propofol|drug
DDI-DrugBank.d197.s3|82-91|alfentanil|drug
DDI-DrugBank.d197.s3|98-106|midazolam|drug
DDI-DrugBank.d197.s4|81-88|PRECEDEX|brand
DDI-DrugBank.d197.s4|116-123|PRECEDEX|brand
DDI-DrugBank.d197.s4|144-153|anesthetic|group
DDI-DrugBank.d197.s4|156-163|sedative|group
DDI-DrugBank.d197.s4|166-173|hypnotic|group
DDI-DrugBank.d197.s4|178-183|opioid|group
DDI-DrugBank.d197.s5|0-21|Neuromuscular Blockers|group
DDI-DrugBank.d197.s5|81-88|PRECEDEX|brand
DDI-DrugBank.d197.s5|254-263|rocuronium|drug
DDI-DrugBank.d181.s0|0-7|Oxytocin|drug
DDI-DrugBank.d181.s0|18-26|oxytocics|group
DDI-DrugBank.d181.s0|49-57|dinoprost|drug
DDI-DrugBank.d168.s0|28-34|alcohol|drug
DDI-DrugBank.d168.s0|45-59|CNS depressants|group
DDI-DrugBank.d168.s0|135-148|antihistamines|group
DDI-DrugBank.d168.s0|152-167|anticholinergics|group
DDI-DrugBank.d168.s0|314-327|antihistamines|group
DDI-DrugBank.d168.s0|335-368|monoamine oxidase (MAO) inhibitors|group
DDI-DrugBank.d168.s0|391-404|antihistamines|group
DDI-DrugBank.d168.s0|482-495|antihistamines|group
DDI-DrugBank.d19.s0|0-9|Disulfiram|drug
DDI-DrugBank.d19.s1|0-9|DISULFIRAM|drug
DDI-DrugBank.d19.s1|67-75|PHENYTOIN|drug
DDI-DrugBank.d19.s2|68-76|PHENYTOIN|drug
DDI-DrugBank.d19.s2|115-124|DISULFIRAM|drug
DDI-DrugBank.d19.s2|142-150|PHENYTOIN|drug
DDI-DrugBank.d19.s2|172-180|PHENYTOIN|drug
DDI-DrugBank.d19.s3|28-37|DISULFIRAM|drug
DDI-DrugBank.d19.s4|16-24|PHENYTOIN|drug
DDI-DrugBank.d19.s5|10-18|PHENYTOIN|drug
DDI-DrugBank.d19.s6|49-62|anticoagulants|group
DDI-DrugBank.d19.s6|91-100|disulfiram|drug
DDI-DrugBank.d19.s6|109-118|disulfiram|drug
DDI-DrugBank.d19.s6|163-143||drug
DDI-DrugBank.d19.s6|260-273|anticoagulants|group
DDI-DrugBank.d19.s6|302-159||drug
DDI-DrugBank.d19.s6|320-190||drug
DDI-DrugBank.d19.s6|417-430|anticoagulants|group
DDI-DrugBank.d19.s6|459-291||drug
DDI-DrugBank.d19.s6|477-309||drug
DDI-DrugBank.d19.s6|574-587|anticoagulants|group
DDI-DrugBank.d19.s6|616-340||drug
DDI-DrugBank.d19.s6|634-441||drug
DDI-DrugBank.d19.s7|16-24|isoniazid|drug
DDI-DrugBank.d19.s7|31-40|disulfiram|drug
DDI-DrugBank.d19.s8|4-13|disulfiram|drug
DDI-DrugBank.d19.s9|35-44|disulfiram|drug
DDI-DrugBank.d19.s9|50-56|nitrite|drug
DDI-DrugBank.d19.s9|149-158|disulfiram|drug
DDI-DrugBank.d19.s9|175-182|nitrites|drug
DDI-DrugBank.d19.s10|0-9|Disulfiram|drug
DDI-DrugBank.d371.s0|80-87|TAXOTERE|brand
DDI-DrugBank.d371.s1|51-59|docetaxel|drug
DDI-DrugBank.d371.s1|197-208|cyclosporine|drug
DDI-DrugBank.d371.s1|211-221|terfenadine|drug
DDI-DrugBank.d371.s1|224-235|ketoconazole|drug
DDI-DrugBank.d371.s1|238-249|erythromycin|drug
DDI-DrugBank.d371.s1|256-269|troleandomycin|drug
DDI-DrugBank.d371.s2|78-85|TAXOTERE|brand
DDI-DrugBank.d367.s0|21-29|doxazosin|drug
DDI-DrugBank.d367.s1|44-52|doxazosin|drug
DDI-DrugBank.d367.s1|99-105|digoxin|drug
DDI-DrugBank.d367.s1|108-115|warfarin|drug
DDI-DrugBank.d367.s1|118-126|phenytoin|drug
DDI-DrugBank.d367.s1|131-142|indomethacin|drug
DDI-DrugBank.d367.s2|84-92|doxazosin|drug
DDI-DrugBank.d367.s3|0-8|Doxazosin|drug
DDI-DrugBank.d367.s3|115-132|thiazide diuretics|group
DDI-DrugBank.d367.s3|135-154|beta-blocking agents|group
DDI-DrugBank.d367.s3|161-196|nonsteroidal anti-inflammatory drugs|group
DDI-DrugBank.d367.s4|96-104|doxazosin|drug
DDI-DrugBank.d367.s4|145-154|cimetidine|drug
DDI-DrugBank.d367.s4|219-227|doxazosin|drug
DDI-DrugBank.d367.s4|331-339|doxazosin|drug
DDI-DrugBank.d367.s5|46-54|doxazosin|drug
DDI-DrugBank.d367.s6|20-28|doxazosin|drug
DDI-DrugBank.d367.s8|0-8|Doxazosin|drug
DDI-DrugBank.d367.s9|0-26|Analgesic/anti-inflammatory|group
DDI-DrugBank.d367.s9|35-47|acetaminophen|drug
DDI-DrugBank.d367.s9|50-56|aspirin|brand
DDI-DrugBank.d367.s9|59-65|codeine|drug
DDI-DrugBank.d367.s9|71-77|codeine|drug
DDI-DrugBank.d367.s9|93-101|ibuprofen|drug
DDI-DrugBank.d367.s9|104-115|indomethacin|drug
DDI-DrugBank.d367.s11|0-10|Antibiotics|group
DDI-DrugBank.d367.s11|19-30|erythromycin|drug
DDI-DrugBank.d367.s11|33-44|trimethoprim|drug
DDI-DrugBank.d367.s11|50-65|sulfamethoxazole|drug
DDI-DrugBank.d367.s11|68-78|amoxicillin|drug
DDI-DrugBank.d367.s13|0-13|Antihistamines|group
DDI-DrugBank.d367.s13|22-37|chlorpheniramine|drug
DDI-DrugBank.d367.s15|29-36|atenolol|drug
DDI-DrugBank.d367.s15|39-57|hydrochlorothiazide|drug
DDI-DrugBank.d367.s15|60-70|propranolol|drug
DDI-DrugBank.d367.s17|0-14|Corticosteroids|group
DDI-DrugBank.d367.s19|31-38|antacids|group
DDI-DrugBank.d367.s23|0-8|Sedatives|group
DDI-DrugBank.d367.s23|14-26|tranquilizers|group
DDI-DrugBank.d367.s23|35-42|diazepam|drug
DDI-DrugBank.d223.s0|246-254|quinidine|drug
DDI-DrugBank.d223.s0|294-302|quinidine|drug
DDI-DrugBank.d223.s0|477-485|quinidine|drug
DDI-DrugBank.d223.s0|487-497|Debrisoquin|drug
DDI-DrugBank.d223.s0|555-563|quinidine|drug
DDI-DrugBank.d223.s0|565-575|Debrisoquin|drug
DDI-DrugBank.d223.s0|612-620|quinidine|drug
DDI-DrugBank.d223.s0|622-632|Debrisoquin|drug
DDI-DrugBank.d223.s0|690-698|quinidine|drug
DDI-DrugBank.d223.s0|700-710|Debrisoquin|drug
DDI-DrugBank.d223.s0|746-754|quinidine|drug
DDI-DrugBank.d223.s2|69-93|tricyclic antidepressants|group
DDI-DrugBank.d223.s2|96-99|TCAs|group
DDI-DrugBank.d223.s2|126-150|Tricyclic antidepressants|drug
DDI-DrugBank.d223.s2|216-224|phenytoin|group
DDI-DrugBank.d223.s2|230-237|naloxone|drug
DDI-DrugBank.d223.s2|269-277|phenytoin|drug
DDI-DrugBank.d223.s2|283-290|naloxone|drug
DDI-DrugBank.d223.s2|343-367|tricyclic antidepressants|group
DDI-DrugBank.d223.s2|370-377|Naloxone|drug
DDI-DrugBank.d223.s2|438-448|propranolol|drug
DDI-DrugBank.d223.s2|508-516|phenytoin|drug
DDI-DrugBank.d223.s2|522-529|naloxone|drug
DDI-DrugBank.d223.s2|582-606|tricyclic antidepressants|group
DDI-DrugBank.d223.s2|609-619|Propranolol|drug
DDI-DrugBank.d223.s2|680-688|phenytoin|drug
DDI-DrugBank.d223.s2|694-701|naloxone|drug
DDI-DrugBank.d223.s3|163-165|TCA|group
DDI-DrugBank.d223.s5|47-49|TCA|group
DDI-DrugBank.d223.s5|196-198|TCA|group
DDI-DrugBank.d223.s5|360-282||group
DDI-DrugBank.d223.s5|370-347||group
DDI-DrugBank.d223.s5|431-358||group
DDI-DrugBank.d223.s5|487-384||group
DDI-DrugBank.d223.s5|531-412||group
DDI-DrugBank.d223.s5|547-466||group
DDI-DrugBank.d223.s5|716-468||group
DDI-DrugBank.d223.s5|732-510||group
DDI-DrugBank.d223.s5|790-525||group
DDI-DrugBank.d223.s5|806-590||group
DDI-DrugBank.d223.s6|96-104|quinidine|drug
DDI-DrugBank.d223.s7|0-9|cimetidine|drug
DDI-DrugBank.d223.s7|66-80|antidepressants|group
DDI-DrugBank.d223.s7|83-96|phenothiazines|group
DDI-DrugBank.d223.s7|107-129|Type 1C antiarrhythmics|group
DDI-DrugBank.d223.s7|131-141|propafenone|drug
DDI-DrugBank.d223.s7|147-156|flecainide|drug
DDI-DrugBank.d223.s8|14-52|selective serotonin reuptake inhibitors|group
DDI-DrugBank.d223.s8|55-59|SSRIs|group
DDI-DrugBank.d223.s8|69-78|citalopram|drug
DDI-DrugBank.d223.s8|81-92|escitalopram|drug
DDI-DrugBank.d223.s8|95-104|fluoxetine|drug
DDI-DrugBank.d223.s8|107-116|sertraline|drug
DDI-DrugBank.d223.s8|123-132|paroxetine|drug
DDI-DrugBank.d223.s9|20-23|SSRI|group
DDI-DrugBank.d223.s9|25-27|TCA|group
DDI-DrugBank.d223.s9|141-144|SSRI|group
DDI-DrugBank.d223.s10|63-66|TCAs|group
DDI-DrugBank.d223.s10|84-88|SSRIs|group
DDI-DrugBank.d223.s11|120-129|fluoxetine|drug
DDI-DrugBank.d223.s12|19-43|tricyclic antidepressants|group
DDI-DrugBank.d223.s12|156-179|tricyclic antidepressant|group
DDI-DrugBank.d223.s12|200-213|Phenylbutazone|drug
DDI-DrugBank.d223.s12|308-316|phenytoin|drug
DDI-DrugBank.d223.s12|322-346|tricyclic antidepressants|drug
DDI-DrugBank.d223.s12|390-402|Phenobarbital|drug
DDI-DrugBank.d223.s12|408-420|carbamazepine|drug
DDI-DrugBank.d223.s12|496-504|phenytoin|drug
DDI-DrugBank.d223.s12|541-565|tricyclic antidepressants|group
DDI-DrugBank.d223.s12|601-610|Mefloquine|drug
DDI-DrugBank.d223.s12|616-624|phenytoin|drug
DDI-DrugBank.d223.s13|98-121|tricyclic antidepressant|group
DDI-DrugBank.d223.s14|56-58|TCA|group
DDI-DrugBank.d223.s15|0-6|Doxepin|drug
DDI-DrugBank.d223.s16|42-50|quinidine|drug
DDI-DrugBank.d223.s16|53-91|selective serotonin reuptake inhibitors|group
DDI-DrugBank.d223.s16|94-98|SSRIs|group
DDI-DrugBank.d223.s16|144-150|doxepin|drug
DDI-DrugBank.d223.s18|51-57|doxepin|drug
DDI-DrugBank.d223.s19|0-2|MAO|group
DDI-DrugBank.d223.s19|123-136|MAO inhibitors|group
DDI-DrugBank.d223.s19|220-233|MAO inhibitors|group
DDI-DrugBank.d223.s19|317-330|MAO inhibitors|group
DDI-DrugBank.d223.s19|414-427|MAO inhibitors|group
DDI-DrugBank.d223.s19|511-524|MAO inhibitors|group
DDI-DrugBank.d223.s19|608-621|MAO inhibitors|group
DDI-DrugBank.d223.s19|705-718|MAO inhibitors|group
DDI-DrugBank.d223.s19|802-815|MAO inhibitors|group
DDI-DrugBank.d223.s19|899-912|MAO inhibitors|group
DDI-DrugBank.d223.s19|996-1009|MAO inhibitors|group
DDI-DrugBank.d223.s20|11-24|MAO inhibitors|group
DDI-DrugBank.d223.s20|117-124|SINEQUAN|brand
DDI-DrugBank.d223.s20|158-170|MAO inhibitor|group
DDI-DrugBank.d223.s20|287-270||group
DDI-DrugBank.d223.s20|304-311|SINEQUAN|group
DDI-DrugBank.d223.s20|415-425|Propranolol|drug
DDI-DrugBank.d223.s20|523-530|SINEQUAN|brand
DDI-DrugBank.d223.s20|533-543|Propranolol|drug
DDI-DrugBank.d223.s20|608-615|SINEQUAN|brand
DDI-DrugBank.d223.s20|618-628|Propranolol|drug
DDI-DrugBank.d223.s20|671-398||group
DDI-DrugBank.d223.s20|715-722|SINEQUAN|brand
DDI-DrugBank.d223.s20|725-735|Propranolol|drug
DDI-DrugBank.d223.s20|789-669||group
DDI-DrugBank.d223.s21|71-83|MAO inhibitor|group
DDI-DrugBank.d223.s22|0-9|Cimetidine|drug
DDI-DrugBank.d223.s22|12-21|Cimetidine|drug
DDI-DrugBank.d223.s22|136-160|tricyclic antidepressants|group
DDI-DrugBank.d223.s23|156-179|tricyclic antidepressant|group
DDI-DrugBank.d223.s23|186-195|cimetidine|drug
DDI-DrugBank.d223.s24|35-58|tricyclic antidepressant|group
DDI-DrugBank.d223.s24|133-142|cimetidine|drug
DDI-DrugBank.d223.s25|60-84|tricyclic antidepressants|group
DDI-DrugBank.d223.s25|107-116|cimetidine|drug
DDI-DrugBank.d223.s25|146-155|cimetidine|drug
DDI-DrugBank.d223.s25|218-241|tricyclic antidepressant|group
DDI-DrugBank.d223.s26|0-6|Alcohol|drug
DDI-DrugBank.d223.s26|41-47|alcohol|drug
DDI-DrugBank.d223.s26|128-135|SINEQUAN|brand
DDI-DrugBank.d223.s27|53-59|alcohol|drug
DDI-DrugBank.d223.s28|0-9|Tolazamide|drug
DDI-DrugBank.d223.s28|104-113|tolazamide|drug
DDI-DrugBank.d223.s28|156-162|doxepin|drug
DDI-DrugBank.d44.s0|60-66|RAPTIVA|brand
DDI-DrugBank.d44.s1|0-6|RAPTIVA|brand
DDI-DrugBank.d44.s1|38-60|immunosuppressive drugs|group
DDI-DrugBank.d44.s1|63-69|RAPTIVA|drug
DDI-DrugBank.d44.s1|130-158|other immunosuppressive drugs|group
DDI-DrugBank.d44.s1|161-167|RAPTIVA|drug
DDI-DrugBank.d44.s1|227-233|RAPTIVA|drug
DDI-DrugBank.d44.s1|307-313|RAPTIVA|drug
DDI-DrugBank.d44.s1|432-438|RAPTIVA|drug
DDI-DrugBank.d44.s1|557-563|RAPTIVA|drug
DDI-DrugBank.d44.s1|637-643|RAPTIVA|drug
DDI-DrugBank.d44.s1|762-768|RAPTIVA|drug
DDI-DrugBank.d44.s1|887-893|RAPTIVA|drug
DDI-DrugBank.d44.s2|79-85|RAPTIVA|brand
DDI-DrugBank.d44.s3|145-151|RAPTIVA|brand
DDI-DrugBank.d531.s0|0-8|Efavirenz|drug
DDI-DrugBank.d531.s1|112-118|SUSTIVA|brand
DDI-DrugBank.d531.s1|121-129|efavirenz|drug
DDI-DrugBank.d531.s2|40-48|efavirenz|drug
DDI-DrugBank.d531.s2|112-120|efavirenz|drug
DDI-DrugBank.d531.s3|20-28|efavirenz|drug
DDI-DrugBank.d531.s4|609-618|cimetidine|drug
DDI-DrugBank.d531.s4|645-652|warfarin|drug
DDI-DrugBank.d531.s4|658-664|Digoxin|drug
DDI-DrugBank.d531.s4|689-695|digoxin|drug
DDI-DrugBank.d531.s4|744-750|digoxin|drug
DDI-DrugBank.d531.s4|777-784|warfarin|drug
DDI-DrugBank.d531.s4|790-797|Warfarin|drug
DDI-DrugBank.d531.s5|40-52|phenobarbital|drug
DDI-DrugBank.d531.s5|55-62|rifampin|drug
DDI-DrugBank.d531.s5|65-73|rifabutin|drug
DDI-DrugBank.d531.s5|123-131|efavirenz|drug
DDI-DrugBank.d531.s6|23-29|SUSTIVA|brand
DDI-DrugBank.d531.s7|55-61|SUSTIVA|brand
DDI-DrugBank.d531.s9|49-55|SUSTIVA|brand
DDI-DrugBank.d531.s10|0-13|Antihistamines|group
DDI-DrugBank.d531.s10|16-30|Benzodiazepines|group
DDI-DrugBank.d531.s10|32-49|GI Motility Agents|group
DDI-DrugBank.d531.s10|51-63|Anti-Migraine|group
DDI-DrugBank.d531.s10|65-74|Antifungal|group
DDI-DrugBank.d531.s11|0-9|astemizole|drug
DDI-DrugBank.d531.s11|11-19|midazolam|drug
DDI-DrugBank.d531.s11|22-30|triazolam|drug
DDI-DrugBank.d531.s11|32-40|cisapride|drug
