DDI-MedLine.d48.s0|6-22|Clostridium toxin|drug_n
DDI-DrugBank.d17.s32|58-66|magnesium|drug
DDI-DrugBank.d17.s32|71-79|potassium|drug
DDI-DrugBank.d17.s32|84-89|sodium|drug
DDI-DrugBank.d17.s33|10-14|serum|drug
DDI-DrugBank.d17.s33|16-24|magnesium|drug
DDI-DrugBank.d17.s33|29-37|Thiazides|group
DDI-DrugBank.d17.s33|42-52|parathyroid|drug
DDI-DrugBank.d17.s33|57-64|function|drug
DDI-DrugBank.d17.s33|69-73|Serum|drug
DDI-DrugBank.d17.s33|75-87|protein-bound|drug
DDI-DrugBank.d17.s33|89-94|iodine|drug
DDI-DrugBank.d17.s33|96-98|PBI|drug
DDI-DrugBank.d17.s33|103-108|uremic|group
DDI-DrugBank.d17.s33|113-120|patients|drug
DDI-DrugBank.d17.s33|125-133|decreased|group
DDI-DrugBank.d418.s0|60-67|Cyanokit|brand
DDI-DrugBank.d308.s0|9-19|HYDROXYZINE|drug
DDI-DrugBank.d308.s0|23-31|NARCOTICS|group
DDI-DrugBank.d308.s0|35-57|NON-NARCOTIC ANALGESICS|group
DDI-DrugBank.d308.s0|61-72|BARBITURATES|group
DDI-DrugBank.d308.s1|0-10|hydroxyzine|drug
DDI-DrugBank.d308.s2|50-55|Atarax|drug
DDI-DrugBank.d308.s2|186-191|Atarax|drug
DDI-DrugBank.d308.s3|6-19|anticoagulants|group
DDI-DrugBank.d308.s3|21-37|antifungal agents|group
DDI-DrugBank.d308.s3|39-58|CNS depressant drugs|group
DDI-DrugBank.d308.s3|60-66|alcohol|group
DDI-DrugBank.d515.s0|10-19|ifosfamide|drug
DDI-DrugBank.d549.s0|6-29|calcium channel blockers|group
DDI-DrugBank.d549.s0|31-40|nifedipine|brand
DDI-DrugBank.d549.s0|42-65|calcium channel blockers|group
DDI-DrugBank.d549.s0|67-75|diltiazem|brand
DDI-DrugBank.d549.s0|77-116|angiotensin-converting enzyme inhibitors|group
DDI-DrugBank.d549.s0|118-126|captopril|brand
DDI-DrugBank.d549.s1|6-28|antihypertensive agents|group
DDI-DrugBank.d549.s1|31-42|vasodilators|group
DDI-DrugBank.d549.s1|45-52|iloprost|brand
DDI-DrugBank.d549.s2|6-19|anticoagulants|group
DDI-DrugBank.d549.s2|156-162|aspirin|brand
DDI-DrugBank.d549.s3|6-19|anticoagulants|group
DDI-DrugBank.d549.s3|22-30|diuretics|group
DDI-DrugBank.d549.s3|33-50|cardiac glycosides|group
DDI-DrugBank.d549.s3|53-76|calcium channel blockers|group
DDI-DrugBank.d549.s3|79-88|analgesics|group
DDI-DrugBank.d549.s3|91-102|antipyretics|group
DDI-DrugBank.d549.s3|105-135|nonsteroidal antiinflammatories|group
DDI-DrugBank.d549.s3|138-152|corticosteroids|group
DDI-DrugBank.d549.s3|155-162|iloprost|brand
DDI-DrugBank.d549.s4|10-17|iloprost|drug
DDI-DrugBank.d549.s4|22-28|digoxin|drug
DDI-DrugBank.d549.s5|6-25|Acetylsalicylic acid|drug
DDI-DrugBank.d549.s5|77-84|iloprost|brand
DDI-DrugBank.d549.s6|71-78|iloprost|brand
DDI-DrugBank.d549.s6|136-150|drug metabolism|drug
DDI-DrugBank.d97.s1|9-16|CRIXIVAN|drug
DDI-DrugBank.d97.s1|20-33|anticoagulants|group
DDI-DrugBank.d97.s1|37-53|antifungal agents|group
DDI-DrugBank.d97.s3|17-25|indinavir|drug
DDI-DrugBank.d97.s3|74-82|indinavir|drug
DDI-DrugBank.d97.s3|131-139|indinavir|drug
DDI-DrugBank.d97.s4|6-19|anticoagulants|group
DDI-DrugBank.d97.s4|25-41|antifungal agents|group
DDI-DrugBank.d97.s4|47-54|CRIXIVAN|brand
DDI-DrugBank.d97.s4|60-68|indinavir|brand
DDI-DrugBank.d97.s5|0-6|Aspirin|drug
DDI-DrugBank.d97.s6|67-74|CRIXIVAN|drug
DDI-DrugBank.d97.s8|9-23|Antiarrhythmics|group
DDI-DrugBank.d97.s8|27-36|amiodarone|drug
DDI-DrugBank.d97.s11|211-215|ergot|drug
DDI-DrugBank.d97.s12|31-39|midazolam|drug
DDI-DrugBank.d97.s12|42-50|triazolam|drug
DDI-DrugBank.d97.s13|116-123|sedation|drug
DDI-DrugBank.d97.s14|0-8|cisapride|drug
DDI-DrugBank.d97.s15|0-6|aspirin|drug
DDI-DrugBank.d97.s16|16-26|neuroleptic|group
DDI-DrugBank.d97.s16|29-36|pimozide|drug
DDI-DrugBank.d97.s17|35-53|cardiac arrhythmias|drug
DDI-DrugBank.d97.s18|23-37|St. John s wort|drug
DDI-DrugBank.d97.s19|6-24|protease inhibitors|group
DDI-DrugBank.d97.s21|72-79|Crixivan|brand
DDI-DrugBank.d97.s22|39-66|HMG-CoA Reductase inhibitors|group
DDI-DrugBank.d97.s23|0-7|myopathy|drug
DDI-DrugBank.d97.s23|9-22|rhabdomyolysis|drug
DDI-DrugBank.d97.s25|11-18|CRIXIVAN|brand
DDI-DrugBank.d97.s25|24-33|atazanavir|brand
DDI-DrugBank.d97.s26|10-23|anticoagulants|group
DDI-DrugBank.d97.s26|28-44|antifungal agents|group
DDI-DrugBank.d97.s26|49-56|CRIXIVAN|brand
DDI-DrugBank.d97.s26|61-70|atazanavir|brand
DDI-DrugBank.d97.s27|0-6|aspirin|drug
DDI-DrugBank.d97.s29|0-8|Drug Name|drug
DDI-DrugBank.d97.s31|0-17|acetilsalicic acid|drug
DDI-DrugBank.d97.s32|0-2|HIV|drug
DDI-DrugBank.d97.s32|5-20|Antiviral Agents|group
DDI-DrugBank.d97.s33|0-10|Delavirdine|drug
DDI-DrugBank.d97.s34|0-8|indinavir|drug
DDI-DrugBank.d97.s35|6-19|anticoagulants|group
DDI-DrugBank.d97.s35|21-28|CRIXIVAN|brand
DDI-DrugBank.d97.s35|30-46|antifungal agents|group
DDI-DrugBank.d97.s35|48-61|anticoagulants|group
DDI-DrugBank.d97.s35|63-73|delavirdine|brand
DDI-DrugBank.d97.s36|0-9|Didanosine|drug
DDI-DrugBank.d97.s37|6-26|antiretroviral agents|group
DDI-DrugBank.d97.s37|28-36|indinavir|drug
DDI-DrugBank.d97.s37|38-58|antiretroviral agents|group
DDI-DrugBank.d97.s37|60-69|didanosine|drug
DDI-DrugBank.d97.s38|0-9|Evafenrenz|drug
DDI-DrugBank.d97.s39|0-8|indinavir|drug
DDI-DrugBank.d97.s40|26-34|indinavir|drug
DDI-DrugBank.d97.s40|68-76|efavirenz|drug
DDI-DrugBank.d97.s41|6-14|indinavir|drug
DDI-DrugBank.d97.s41|16-36|antiretroviral agents|group
DDI-DrugBank.d97.s42|0-9|Nelfinavir|drug
DDI-DrugBank.d97.s43|0-8|indinavir|drug
DDI-DrugBank.d97.s45|0-9|Nevirapine|drug
DDI-DrugBank.d97.s46|0-8|indinavir|drug
DDI-DrugBank.d97.s47|67-76|nevirapine|drug
DDI-DrugBank.d97.s50|0-8|indinavir|drug
DDI-DrugBank.d97.s50|10-18|ritonavir|drug
DDI-DrugBank.d97.s52|6-19|anticoagulants|group
DDI-DrugBank.d97.s52|21-37|antifungal agents|group
DDI-DrugBank.d97.s52|39-46|CRIXIVAN|brand
DDI-DrugBank.d97.s52|48-61|anticoagulants|group
DDI-DrugBank.d97.s52|63-71|ritonavir|brand
DDI-DrugBank.d97.s54|30-39|saquinavir|drug
DDI-DrugBank.d97.s56|19-32|anticoagulants|group
DDI-DrugBank.d97.s57|37-44|bepridil|drug
DDI-DrugBank.d97.s57|54-62|lidocaine|drug
DDI-DrugBank.d97.s57|72-80|quinidine|drug
DDI-DrugBank.d97.s58|0-20|antiarrhythmic agents|drug
DDI-DrugBank.d97.s58|22-34|concentration|group
DDI-DrugBank.d97.s59|81-95|antiarrhythmics|group
DDI-DrugBank.d97.s59|122-129|CRIXIVAN|brand
DDI-DrugBank.d97.s60|33-155| 
            <drug>carbamazepine</drug>
            <drug>phenobarbital</drug>
            <drug>phenytoin</drug>
        |group
DDI-DrugBank.d97.s60|47-59|carbamazepine|drug
DDI-DrugBank.d97.s60|73-85|phenobarbital|drug
DDI-DrugBank.d97.s60|99-107|phenytoin|drug
DDI-DrugBank.d97.s61|0-8|indinavir|drug
DDI-DrugBank.d97.s62|0-6|Aspirin|drug
DDI-DrugBank.d97.s63|9-17|indinavir|group
DDI-DrugBank.d97.s63|22-29|CRIXIVAN|group
DDI-DrugBank.d97.s65|0-39|dihydropyridine calcium channel blockers|drug
DDI-DrugBank.d97.s67|0-13|Clarithromycin|drug
DDI-DrugBank.d97.s68|0-13|clarithromycin|drug
DDI-DrugBank.d97.s68|15-23|indinavir|drug
DDI-DrugBank.d97.s70|0-11|atorvastatin|drug
DDI-DrugBank.d97.s71|0-11|atorvastatin|drug
DDI-DrugBank.d97.s72|6-8|Use|drug
DDI-DrugBank.d97.s72|34-45|atorvastatin|drug
DDI-DrugBank.d97.s72|84-90|HMG-CoA|group
DDI-DrugBank.d97.s72|92-100|reductase|group
DDI-DrugBank.d97.s72|102-111|inhibitors|group
DDI-DrugBank.d97.s72|151-156|CYP3A4|group
DDI-DrugBank.d97.s72|167-177|pravastatin|brand
DDI-DrugBank.d97.s72|180-190|fluvastatin|brand
DDI-DrugBank.d97.s72|196-207|rosuvastatin|brand
DDI-DrugBank.d97.s72|229-236|CRIXIVAN|brand
DDI-DrugBank.d97.s73|34-45|cyclosporine|drug
DDI-DrugBank.d97.s73|51-60|tacrolimus|drug
DDI-DrugBank.d97.s73|66-74|sirolimus|drug
DDI-DrugBank.d97.s74|0-23|immunosuppressant agents|drug
DDI-DrugBank.d97.s74|26-38|concentration|drug
DDI-DrugBank.d97.s75|0-7|CRIXIVAN|drug
DDI-DrugBank.d97.s76|0-11|Itraconazole|drug
DDI-DrugBank.d97.s77|0-8|indinavir|drug
DDI-DrugBank.d97.s78|9-16|CRIXIVAN|drug
DDI-DrugBank.d97.s78|20-31|itraconazole|drug
DDI-DrugBank.d97.s80|0-8|indinavir|drug
DDI-DrugBank.d97.s81|9-16|CRIXIVAN|drug
DDI-DrugBank.d97.s83|0-8|indinavir|drug
DDI-DrugBank.d97.s83|11-19|rifabutin|drug
DDI-DrugBank.d97.s84|6-19|anticoagulants|group
DDI-DrugBank.d97.s84|21-29|Rifabutin|brand
DDI-DrugBank.d97.s84|31-44|anticoagulants|group
DDI-DrugBank.d97.s84|46-53|Crixivan|brand
DDI-DrugBank.d97.s87|6-19|anticoagulants|group
DDI-DrugBank.d97.s87|161-169|indinavir|brand
DDI-DrugBank.d97.s90|9-17|Tadalafil|drug
DDI-DrugBank.d97.s90|21-29|Indinavir|drug
DDI-DrugBank.d97.s93|118-126|indinavir|drug
DDI-DrugBank.d97.s94|0-17|acetilsalicic acid|drug
DDI-DrugBank.d97.s94|20-31|glutethimide|drug
DDI-DrugBank.d97.s95|0-7|increase|drug
DDI-DrugBank.d97.s96|0-7|decrease|drug
DDI-DrugBank.d433.s0|66-70|Rebif|drug
DDI-DrugBank.d433.s1|6-19|anticoagulants|group
DDI-DrugBank.d433.s1|21-37|antifungal agents|group
DDI-DrugBank.d433.s1|39-43|Rebif|brand
DDI-DrugBank.d433.s1|45-67|myelosuppressive agents|group
DDI-DrugBank.d433.s2|74-78|Rebif|brand
DDI-DrugBank.d433.s2|223-227|Rebif|brand
DDI-DrugBank.d227.s0|6-15|Isoflurane|drug
DDI-DrugBank.d227.s0|213-216|N 2O|group
DDI-DrugBank.d227.s1|0-7|CLINICAL|drug
DDI-DrugBank.d227.s1|10-21|PHARMACOLOGY|drug
DDI-DrugBank.d465.s0|9-28|isosorbide dinitrate|drug
DDI-DrugBank.d465.s1|6-12|alcohol|drug
DDI-DrugBank.d163.s0|27-51| 
      <VITAMIN_A> 
    |drug
DDI-DrugBank.d163.s0|88-111| 
      <ACCUTANE> 
    |brand
DDI-DrugBank.d163.s0|148-172| 
      <VITAMIN_A> 
    |drug
DDI-DrugBank.d163.s0|210-234| 
      <VITAMIN_A> 
    |drug
DDI-DrugBank.d163.s2|9-21|Tetracyclines|group
DDI-DrugBank.d163.s2|27-34|Accutane|group
DDI-DrugBank.d163.s2|46-53|Accutane|brand
DDI-DrugBank.d163.s2|65-77|Tetracyclines|group
DDI-DrugBank.d163.s4|18-29|Progesterone|drug
DDI-DrugBank.d163.s4|57-68|Progesterone|drug
DDI-DrugBank.d163.s4|179-186|Accutane|brand
DDI-DrugBank.d163.s7|6-28|hormonal contraceptives|group
DDI-DrugBank.d163.s7|30-37|Accutane|brand
DDI-DrugBank.d163.s10|24-33|Phenytoin:|drug
DDI-DrugBank.d163.s10|109-117|phenytoin|drug
DDI-DrugBank.d163.s13|118-126|phenytoin|drug
DDI-DrugBank.d163.s13|132-139|Accutane|brand
DDI-DrugBank.d163.s14|0-6|aspirin|drug
DDI-DrugBank.d163.s15|41-58|acetilsalicic acid|drug
DDI-DrugBank.d163.s15|80-86|aspirin|brand
DDI-DrugBank.d163.s15|154-167|anticoagulants|group
DDI-DrugBank.d163.s15|207-223|antifungal agents|group
DDI-DrugBank.d163.s15|291-307|clostridium toxin|drug_n
DDI-DrugBank.d163.s15|390-395|heroin|drug_n
DDI-DrugBank.d163.s15|493-497|Xanax|brand
DDI-DrugBank.d163.s17|10-17|Accutane|drug
DDI-DrugBank.d163.s18|62-75|anticoagulants|group
DDI-DrugBank.d163.s21|9-40|combined hormonal contraceptives|drug
DDI-DrugBank.d163.s21|44-57|St. Johns Wort|group
DDI-DrugBank.d163.s22|6-10|urine|group
DDI-DrugBank.d163.s22|12-16|serum|group
DDI-DrugBank.d163.s22|18-25|Accutane|brand
DDI-DrugBank.d163.s23|120-127|Accutane|brand
DDI-DrugBank.d163.s24|6-19|anticoagulants|group
DDI-DrugBank.d163.s25|24-37|anticoagulants|group
DDI-DrugBank.d163.s25|42-58|antifungal agents|group
DDI-DrugBank.d163.s26|91-104|anticoagulants|group
DDI-DrugBank.d163.s27|95-101|aspirin|drug
DDI-DrugBank.d163.s29|6-11|Lipids|drug
DDI-DrugBank.d163.s29|14-25|Pretreatment|drug
DDI-DrugBank.d163.s29|31-39|follow-up|drug
DDI-DrugBank.d163.s29|41-45|blood|drug
DDI-DrugBank.d163.s29|47-52|lipids|drug
DDI-DrugBank.d163.s29|79-85|fasting|drug
DDI-DrugBank.d163.s31|11-24|lipid response|group
DDI-DrugBank.d163.s32|6-25|hypertriglyceridemia|group
DDI-DrugBank.d163.s32|30-37|Accutane|drug
DDI-DrugBank.d163.s34|40-47|Accutane|drug
DDI-DrugBank.d163.s34|57-70|anticoagulants|group
DDI-DrugBank.d163.s34|80-96|antifungal agents|group
DDI-DrugBank.d163.s34|106-119|anticoagulants|group
DDI-DrugBank.d163.s34|129-145|antifungal agents|group
DDI-DrugBank.d163.s34|155-168|anticoagulants|group
DDI-DrugBank.d163.s34|178-194|antifungal agents|group
DDI-DrugBank.d163.s36|6-12|Glucose|drug
DDI-DrugBank.d163.s36|15-18|Some|drug
DDI-DrugBank.d163.s36|39-46|Accutane|brand
DDI-DrugBank.d163.s36|98-102|blood|drug
DDI-DrugBank.d163.s36|104-108|sugar|drug
DDI-DrugBank.d163.s39|6-19|anticoagulants|group
DDI-DrugBank.d163.s39|21-28|Accutane|brand
DDI-DrugBank.d163.s41|0-6|aspirin|drug
DDI-DrugBank.d163.s42|147-154|steroids|drug
DDI-DrugBank.d163.s43|52-58|aspirin|drug
DDI-DrugBank.d81.s1|11-29|Hydrochlorothiazide|drug
DDI-DrugBank.d81.s1|35-42|DynaCirc|group
DDI-DrugBank.d81.s1|48-66|Hydrochlorothiazide|drug
DDI-DrugBank.d81.s1|72-81|isradipine|group
DDI-DrugBank.d81.s2|6-19|anticoagulants|group
DDI-DrugBank.d81.s2|21-37|antifungal agents|group
DDI-DrugBank.d81.s2|39-45|aspirin|brand
DDI-DrugBank.d81.s2|47-65|hydrochlorothiazide|drug
DDI-DrugBank.d81.s2|67-76|isradipine|drug
DDI-DrugBank.d81.s3|6-19|anticoagulants|group
DDI-DrugBank.d81.s3|21-31|propranolol|brand
DDI-DrugBank.d81.s3|33-46|anticoagulants|group
DDI-DrugBank.d81.s3|48-57|isradipine|brand
DDI-DrugBank.d81.s4|1-11|propranolol|drug
DDI-DrugBank.d81.s5|50-59|isradipine|drug
DDI-DrugBank.d81.s5|78-87|isradipine|drug
DDI-DrugBank.d81.s6|9-19|propranolol|drug
DDI-DrugBank.d81.s6|23-36|anticoagulants|group
DDI-DrugBank.d81.s6|40-56|antifungal agents|group
DDI-DrugBank.d81.s6|60-82|antihypertensive agents|group
DDI-DrugBank.d81.s6|86-100|antiarrhythmics|group
DDI-DrugBank.d81.s6|104-117|antipsychotics|group
DDI-DrugBank.d81.s6|121-135|anticonvulsants|group
DDI-DrugBank.d81.s6|139-152|antihistamines|group
DDI-DrugBank.d81.s6|156-168|antidiabetics|group
DDI-DrugBank.d81.s6|172-186|antihistaminics|group
DDI-DrugBank.d81.s6|190-203|antimicrobials|group
DDI-DrugBank.d81.s6|207-227|antihistaminic agents|group
DDI-DrugBank.d81.s6|231-247|antihypertensives|group
DDI-DrugBank.d81.s6|251-274|anti-inflammatory agents|group
DDI-DrugBank.d81.s6|278-293|antiviral agents|group
DDI-DrugBank.d81.s6|297-307|antibiotics|group
DDI-DrugBank.d81.s6|311-321|antifungals|group
DDI-DrugBank.d81.s6|325-334|antivirals|group
DDI-DrugBank.d81.s6|338-351|antihistamines|group
DDI-DrugBank.d81.s6|355-371|antihypertensives|group
DDI-DrugBank.d81.s6|375-390|anticholinergics|group
DDI-DrugBank.d81.s7|9-18|Cimetidine|drug
DDI-DrugBank.d81.s7|76-85|cimetidine|drug
DDI-DrugBank.d81.s7|131-140|isradipine|brand
DDI-DrugBank.d81.s7|181-190|isradipine|brand
DDI-DrugBank.d81.s8|68-77|cimetidine|brand
DDI-DrugBank.d81.s9|9-18|Rifampicin|drug
DDI-DrugBank.d81.s9|24-77|In a study in healthy volunteers, a six-day course of |drug
DDI-DrugBank.d81.s12|14-27|anticoagulants|group
DDI-DrugBank.d81.s12|42-65|calcium channel blockers|group
DDI-DrugBank.d81.s12|155-168|anticoagulants|group
DDI-DrugBank.d81.s13|6-13|Digoxin:|drug
DDI-DrugBank.d81.s13|76-83|Digoxin:|drug
DDI-DrugBank.d81.s13|183-190|Digoxin:|drug
DDI-DrugBank.d81.s14|9-16|Fentanyl|drug
DDI-DrugBank.d81.s14|20-29|Anesthesia|drug
DDI-DrugBank.d81.s14|33-45|Beta blockers|group
DDI-DrugBank.d81.s14|49-72|Calcium channel blockers|group
DDI-DrugBank.d81.s15|74-81|DynaCirc|brand
DDI-DrugBank.d95.s0|9-20|Cyclosporine|drug
DDI-DrugBank.d95.s0|25-34|L-arginine|drug
DDI-DrugBank.d95.s0|38-57|antinaturetic effect|group
DDI-DrugBank.d95.s0|61-71|cyclosporin|drug
DDI-DrugBank.d95.s1|6-14|Ibuprofen|drug
DDI-DrugBank.d95.s1|18-27|L-arginine|drug
DDI-DrugBank.d95.s1|60-68|Ibuprofen|drug
DDI-DrugBank.d95.s2|21-30|L-arginine|drug
DDI-DrugBank.d95.s2|36-51|organic nitrates|drug
DDI-DrugBank.d95.s3|70-376|
          <L-arginine>
            <group>
              <supplements>
                <L-arginine>
                  <group>
                    <supplements>
                  </group>
                </L-arginine>
              </group>
            </L-arginine>
          </Sildenafil citrate>
        |drug
DDI-DrugBank.d95.s3|182-234|
                    <supplements>
                  |group
DDI-DrugBank.d41.s0|11-24|Cholestyramine|drug
DDI-DrugBank.d41.s0|30-37|Charcoal|drug
DDI-DrugBank.d41.s0|43-53|leflunomide|drug
DDI-DrugBank.d41.s2|0-10|leflunomide|drug
DDI-DrugBank.d41.s3|6-17|methotrexate|drug
DDI-DrugBank.d41.s4|6-19|anticoagulants|group
DDI-DrugBank.d41.s4|21-37|antifungal agents|group
DDI-DrugBank.d41.s5|0-6|aspirin|drug
DDI-DrugBank.d41.s6|60-70|leflunomide|drug
DDI-DrugBank.d41.s6|76-82|aspirin|brand
DDI-DrugBank.d41.s6|112-122|leflunomide|drug
DDI-DrugBank.d41.s7|59-65|Roegnik|brand
DDI-DrugBank.d41.s7|79-85|Roegnik|brand
DDI-DrugBank.d41.s9|22-31|diclofenac|drug
DDI-DrugBank.d41.s9|37-45|ibuprofen|drug
DDI-DrugBank.d41.s11|54-67|anticoagulants|group
DDI-DrugBank.d41.s12|9-19|Tolbutamide|drug
DDI-DrugBank.d41.s12|23-33|Tolbutamide|drug
DDI-DrugBank.d41.s12|37-38|M1|drug
DDI-DrugBank.d41.s13|0-6|unknown|drug
DDI-DrugBank.d41.s14|11-18|Rifampin|drug
DDI-DrugBank.d41.s14|24-28|AraVA|drug
DDI-DrugBank.d41.s15|35-48|anticoagulants|group
DDI-DrugBank.d41.s15|163-167|ARAVA|brand
DDI-DrugBank.d41.s15|173-186|anticoagulants|group
DDI-DrugBank.d41.s16|63-76|anticoagulants|group
DDI-DrugBank.d41.s16|82-89|warfarin|brand
DDI-DrugBank.d252.s0|15-21|BETAGAN|drug
DDI-DrugBank.d252.s0|123-129|BETAGAN|drug
DDI-DrugBank.d252.s0|135-145|epinephrine|group
DDI-DrugBank.d252.s1|6-18|beta-blockers|group
DDI-DrugBank.d252.s1|21-49|catecholamine-depleting drugs|group
DDI-DrugBank.d252.s1|52-60|reserpine|group
DDI-DrugBank.d252.s1|63-73|hypotension|group
DDI-DrugBank.d252.s1|76-86|bradycardia|group
DDI-DrugBank.d252.s1|89-95|vertigo|group
DDI-DrugBank.d252.s1|98-104|syncope|group
DDI-DrugBank.d252.s1|107-126|postural hypotension|group
DDI-DrugBank.d252.s2|6-36|beta-adrenergic blocking agents|group
DDI-DrugBank.d252.s2|56-94|oral or intravenous calcium antagonists|group
DDI-DrugBank.d252.s2|129-168|atrioventricular conduction disturbances|group
DDI-DrugBank.d252.s2|171-194|left ventricular failure|group
DDI-DrugBank.d252.s2|200-210|hypotension|group
DDI-DrugBank.d252.s5|9-21|phenothiazine|drug
DDI-DrugBank.d252.s5|25-55|beta-adrenergic blocking agents|group
DDI-DrugBank.d252.s5|59-69|hypotensite|drug
DDI-DrugBank.d252.s5|73-83|hypotensite|group
DDI-DrugBank.d320.s0|21-30|Chirocaine|drug
DDI-DrugBank.d320.s1|6-19|anticoagulants|group
DDI-DrugBank.d320.s1|21-35|levobupivacaine|drug
DDI-DrugBank.d320.s2|63-72|Chirocaine|brand
DDI-DrugBank.d320.s2|103-118|isoenzyme family|group
DDI-DrugBank.d320.s2|150-159|Chirocaine|brand
DDI-DrugBank.d320.s3|92-106|levobupivacaine|drug
DDI-DrugBank.d320.s3|162-170|phenytoin|group
DDI-DrugBank.d320.s3|173-185|phenobarbital|group
DDI-DrugBank.d320.s3|188-195|rifampin|group
DDI-DrugBank.d320.s3|224-235|antimycotics|group
DDI-DrugBank.d320.s3|243-254|ketoconazole|brand
DDI-DrugBank.d320.s4|40-48|ritanovir|drug
DDI-DrugBank.d320.s5|34-45|erythromycin|drug
DDI-DrugBank.d320.s6|6-32|calcium channel antagonists|group
DDI-DrugBank.d320.s6|40-48|verapamil|brand
DDI-DrugBank.d320.s6|58-65|inducers|group
DDI-DrugBank.d320.s6|91-100|inhibitors|group
DDI-DrugBank.d320.s7|6-19|anticoagulants|group
DDI-DrugBank.d320.s7|21-26|CYP3A4|group
DDI-DrugBank.d320.s7|28-33|CYP1A2|group
DDI-DrugBank.d454.s0|9-18|Lofexidine|drug
DDI-DrugBank.d454.s0|22-28|alcohol|drug
DDI-DrugBank.d454.s0|32-43|barbiturates|drug
DDI-DrugBank.d454.s0|47-55|sedatives|drug
DDI-DrugBank.d454.s2|65-72| therapy|drug
DDI-DrugBank.d454.s4|9-33|tricyclic antidepressants|drug
DDI-DrugBank.d454.s4|37-46|lofexidine|drug
DDI-DrugBank.d30.s0|6-19|anticoagulants|group
DDI-DrugBank.d30.s0|21-28|warfarin|brand
DDI-DrugBank.d30.s0|31-44|anticoagulants|group
DDI-DrugBank.d30.s0|46-52|digoxin|brand
DDI-DrugBank.d30.s0|55-68|anticoagulants|group
DDI-DrugBank.d30.s0|70-88|hydrochlorothiazide|brand
DDI-DrugBank.d30.s0|91-104|anticoagulants|group
DDI-DrugBank.d30.s0|106-115|cimetidine|brand
DDI-DrugBank.d30.s0|118-131|anticoagulants|group
DDI-DrugBank.d30.s0|133-145|phenobarbital|brand
DDI-DrugBank.d30.s1|6-13|Rifampin|drug
DDI-DrugBank.d30.s1|30-44|drug metabolism|drug
DDI-DrugBank.d30.s1|79-86|losartan|brand
DDI-DrugBank.d30.s3|7-20|anticoagulants|group
DDI-DrugBank.d30.s3|23-39|antifungal agents|group
DDI-DrugBank.d30.s3|42-49|losartan|brand
DDI-DrugBank.d30.s3|52-63|erythromycin|brand
DDI-DrugBank.d30.s4|0-10|fluconazole|drug
DDI-DrugBank.d30.s4|12-28|antifungal agents|group
DDI-DrugBank.d30.s4|30-37|losartan|drug
DDI-DrugBank.d30.s5|61-68|losartan|brand
DDI-DrugBank.d30.s6|37-44|losartan|drug
DDI-DrugBank.d30.s7|51-58|losartan|drug
DDI-DrugBank.d30.s7|110-117|P450 2C9|group
DDI-DrugBank.d30.s7|127-134|P450 3A4|group
DDI-DrugBank.d30.s8|6-32|potassium-sparing diuretics|group
DDI-DrugBank.d30.s8|41-54|spironolactone|drug
DDI-DrugBank.d30.s8|57-79|antihypertensive agents|group
DDI-DrugBank.d30.s8|88-98|triamterene|drug
DDI-DrugBank.d30.s8|101-123|antihypertensive agents|group
DDI-DrugBank.d30.s8|132-140|amiloride|drug
DDI-DrugBank.d30.s8|143-165|antihypertensive agents|group
DDI-DrugBank.d30.s8|170-190|cardiovascular agents|group
DDI-DrugBank.d30.s8|199-212|spironolactone|drug
DDI-DrugBank.d30.s8|215-237|antihypertensive agents|group
DDI-DrugBank.d30.s8|246-256|triamterene|drug
DDI-DrugBank.d30.s8|259-281|antihypertensive agents|group
DDI-DrugBank.d30.s8|290-298|amiloride|drug
DDI-DrugBank.d30.s8|301-323|antihypertensive agents|group
DDI-DrugBank.d30.s9|76-83|losartan|drug
DDI-DrugBank.d30.s9|107-142|non-steroidal anti-inflammatory drug|group
DDI-DrugBank.d30.s9|144-155|indomethacin|drug
DDI-DrugBank.d30.s10|14-20|aspirin|drug
DDI-DrugBank.d30.s10|25-38|anticoagulants|group
DDI-DrugBank.d30.s10|43-47|Xanax|brand
DDI-DrugBank.d30.s10|52-68|Clostridium toxin|drug_n
DDI-DrugBank.d30.s10|73-78|Heroin|drug
DDI-DrugBank.d530.s0|68-85|phenelzine sulfate|drug
DDI-DrugBank.d530.s0|88-110|tranylcypromine sulfate|drug
DDI-DrugBank.d530.s0|116-128|pargyline HC1|drug
DDI-DrugBank.d530.s1|11-25|L-phenylalanine|drug
DDI-DrugBank.d530.s1|31-44|MAO inhibitors|group
DDI-DrugBank.d530.s2|9-18|selegiline|drug
DDI-DrugBank.d530.s2|22-36|L-phenylalanine|drug
DDI-DrugBank.d530.s2|40-53|MAO inhibitors|group
DDI-DrugBank.d530.s3|68-82|L-phenylalanine|drug
DDI-DrugBank.d530.s3|86-100|L-phenylalanine|drug
DDI-DrugBank.d643.s0|9-15|aspirin|drug
DDI-DrugBank.d643.s0|19-32|anticoagulants|group
DDI-DrugBank.d643.s0|36-52|antifungal agents|group
DDI-DrugBank.d643.s0|56-61|NSAIDs|group
DDI-DrugBank.d643.s0|65-77|beta blockers|group
DDI-DrugBank.d643.s0|81-95|benzodiazepenes|group
DDI-DrugBank.d643.s0|99-113|corticosteroids|group
DDI-DrugBank.d643.s0|117-122|NSAIDs|group
DDI-DrugBank.d643.s0|126-140|antidepressants|group
DDI-DrugBank.d643.s0|144-152|progestin|group
